,Game_ID,Session_ID,LineUp_ID,Game_Status_ID,Min,Lineup_Score,Oppo_Score,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_DefReb,Oppo_OffReb,Oppo_TtlReb,Oppo_FTA,Oppo_FTm,Oppo_FTM,Oppo_Ast,Oppo_Stl,Player_Name,Pts,OffReb,DefReb,TtlReb,FGA,FGM,FGm,Two_FGA,Two_FGM,Two_FGm,Three_FGA,Three_FGM,Three_FGm,Ast,Stl,FTA,FTM,FTm
556,9,2,8,1,0.816666667,2,2,1,0,1,0,0,0,1,0,1,1,0,1,2,0,2,0,0,Capriest Gardner,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
557,9,2,8,1,0.816666667,2,2,1,0,1,0,0,0,1,0,1,1,0,1,2,0,2,0,0,Brett Ott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,9,2,8,1,0.816666667,2,2,1,0,1,0,0,0,1,0,1,1,0,1,2,0,2,0,0,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,9,2,8,1,0.816666667,2,2,1,0,1,0,0,0,1,0,1,1,0,1,2,0,2,0,0,Malik Howze,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
560,9,2,9,1,1.75,6,3,2,1,1,2,1,1,0,0,0,0,1,1,2,1,1,0,1,Calvin Schmitz,5,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0
561,9,2,9,1,1.75,6,3,2,1,1,2,1,1,0,0,0,0,1,1,2,1,1,0,1,Kohl Linder,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,9,2,9,1,1.75,6,3,2,1,1,2,1,1,0,0,0,0,1,1,2,1,1,0,1,Brinden Carlson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,9,2,9,1,1.75,6,3,2,1,1,2,1,1,0,0,0,0,1,1,2,1,1,0,1,Quentin Forberg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
564,9,2,9,1,1.75,6,3,2,1,1,2,1,1,0,0,0,0,1,1,2,1,1,0,1,Brett Ott,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,2,1,1
565,10,1,1,1,5.55,11,2,9,1,8,6,1,5,3,0,3,4,0,4,0,0,0,1,0,Jake Digiorgio,2,1,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0
566,10,1,1,1,5.55,11,2,9,1,8,6,1,5,3,0,3,4,0,4,0,0,0,1,0,Max Hisatake,7,0,2,2,5,2,3,5,2,3,0,0,0,0,0,3,3,0
567,10,1,1,1,5.55,11,2,9,1,8,6,1,5,3,0,3,4,0,4,0,0,0,1,0,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
568,10,1,1,1,5.55,11,2,9,1,8,6,1,5,3,0,3,4,0,4,0,0,0,1,0,Malik Howze,2,0,2,2,3,1,2,1,1,0,2,0,2,1,0,0,0,0
569,10,1,1,1,5.55,11,2,9,1,8,6,1,5,3,0,3,4,0,4,0,0,0,1,0,Parker Joncus,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
570,10,1,2,1,2.016666667,5,5,4,2,2,1,1,0,3,1,2,0,0,0,0,0,0,2,1,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,10,1,2,1,2.016666667,5,5,4,2,2,1,1,0,3,1,2,0,0,0,0,0,0,2,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,10,1,2,1,2.016666667,5,5,4,2,2,1,1,0,3,1,2,0,0,0,0,0,0,2,1,Jake Digiorgio,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,10,1,2,1,2.016666667,5,5,4,2,2,1,1,0,3,1,2,0,0,0,0,0,0,2,1,Anthony Mosley,5,0,0,0,2,2,0,2,2,0,0,0,0,0,1,2,1,1
574,10,1,2,1,2.016666667,5,5,4,2,2,1,1,0,3,1,2,0,0,0,0,0,0,2,1,Parker Joncus,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,10,1,3,1,1.9,2,5,3,2,1,2,1,1,1,1,0,2,0,2,2,2,0,1,0,Kohl Linder,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
576,10,1,3,1,1.9,2,5,3,2,1,2,1,1,1,1,0,2,0,2,2,2,0,1,0,Malik Howze,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
577,10,1,3,1,1.9,2,5,3,2,1,2,1,1,1,1,0,2,0,2,2,2,0,1,0,Capriest Gardner,0,2,0,2,3,0,3,3,0,3,0,0,0,0,0,0,0,0
578,10,1,3,1,1.9,2,5,3,2,1,2,1,1,1,1,0,2,0,2,2,2,0,1,0,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,10,1,3,1,1.9,2,5,3,2,1,2,1,1,1,1,0,2,0,2,2,2,0,1,0,Parker Joncus,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,10,1,4,1,1.266666667,2,5,2,2,0,1,1,0,1,1,0,1,0,1,0,0,0,2,0,Anthony Mosley,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
581,10,1,4,1,1.266666667,2,5,2,2,0,1,1,0,1,1,0,1,0,1,0,0,0,2,0,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,10,1,4,1,1.266666667,2,5,2,2,0,1,1,0,1,1,0,1,0,1,0,0,0,2,0,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,10,1,4,1,1.266666667,2,5,2,2,0,1,1,0,1,1,0,1,0,1,0,0,0,2,0,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,10,1,4,1,1.266666667,2,5,2,2,0,1,1,0,1,1,0,1,0,1,0,0,0,2,0,Parker Joncus,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
585,10,1,5,1,0.933333333,3,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,Jake Digiorgio,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
586,10,1,5,1,0.933333333,3,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,10,1,5,1,0.933333333,3,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,10,1,5,1,0.933333333,3,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,Malik Howze,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1
589,10,1,5,1,0.933333333,3,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,10,1,6,1,1.6,3,0,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,Calvin Schmitz,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,1,1
591,10,1,6,1,1.6,3,0,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,Jake Digiorgio,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
592,10,1,6,1,1.6,3,0,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
593,10,1,6,1,1.6,3,0,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,Max Hisatake,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
594,10,1,6,1,1.6,3,0,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,10,1,7,1,0.85,3,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,Parker Joncus,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
596,10,1,7,1,0.85,3,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,10,1,7,1,0.85,3,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,Jake Digiorgio,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,10,1,7,1,0.85,3,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,10,1,7,1,0.85,3,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,10,1,8,1,1.133333333,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Max Hisatake,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,10,1,8,1,1.133333333,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,10,1,8,1,1.133333333,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
603,10,1,8,1,1.133333333,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
604,10,1,8,1,1.133333333,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Parker Joncus,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
605,10,1,9,1,1.7,4,1,1,0,1,1,0,1,0,0,0,0,1,1,2,1,1,0,0,Kohl Linder,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
606,10,1,9,1,1.7,4,1,1,0,1,1,0,1,0,0,0,0,1,1,2,1,1,0,0,Jake Digiorgio,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
607,10,1,9,1,1.7,4,1,1,0,1,1,0,1,0,0,0,0,1,1,2,1,1,0,0,Anthony Mosley,2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
608,10,1,9,1,1.7,4,1,1,0,1,1,0,1,0,0,0,0,1,1,2,1,1,0,0,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,10,1,9,1,1.7,4,1,1,0,1,1,0,1,0,0,0,0,1,1,2,1,1,0,0,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,10,1,10,1,1.3833333330000002,5,5,1,1,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,10,1,10,1,1.3833333330000002,5,5,1,1,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
612,10,1,10,1,1.3833333330000002,5,5,1,1,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,10,1,10,1,1.3833333330000002,5,5,1,1,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,10,1,10,1,1.3833333330000002,5,5,1,1,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,Malik Howze,5,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0
615,10,1,11,1,1.6666666669999999,1,0,3,0,3,2,0,2,1,0,1,3,0,3,0,0,0,0,1,Brett Ott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,10,1,11,1,1.6666666669999999,1,0,3,0,3,2,0,2,1,0,1,3,0,3,0,0,0,0,1,Capriest Gardner,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,10,1,11,1,1.6666666669999999,1,0,3,0,3,2,0,2,1,0,1,3,0,3,0,0,0,0,1,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,10,1,11,1,1.6666666669999999,1,0,3,0,3,2,0,2,1,0,1,3,0,3,0,0,0,0,1,Anthony Mosley,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,2,1,1
619,10,1,11,1,1.6666666669999999,1,0,3,0,3,2,0,2,1,0,1,3,0,3,0,0,0,0,1,Malik Howze,0,1,0,1,2,0,2,0,0,0,2,0,2,0,0,0,0,0
620,10,2,1,1,10.51666667,22,21,19,9,10,15,8,7,4,1,3,6,2,8,2,0,2,4,0,Jake Digiorgio,4,2,3,5,5,2,3,5,2,3,0,0,0,0,0,0,0,0
621,10,2,1,1,10.51666667,22,21,19,9,10,15,8,7,4,1,3,6,2,8,2,0,2,4,0,Max Hisatake,10,1,4,5,5,4,1,5,4,1,0,0,0,0,1,4,2,2
622,10,2,1,1,10.51666667,22,21,19,9,10,15,8,7,4,1,3,6,2,8,2,0,2,4,0,Anthony Mosley,8,0,0,0,5,3,2,5,3,2,0,0,0,0,0,2,2,0
623,10,2,1,1,10.51666667,22,21,19,9,10,15,8,7,4,1,3,6,2,8,2,0,2,4,0,Malik Howze,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,10,2,1,1,10.51666667,22,21,19,9,10,15,8,7,4,1,3,6,2,8,2,0,2,4,0,Parker Joncus,0,0,0,0,3,0,3,0,0,0,3,0,3,1,1,0,0,0
625,10,2,2,1,3.3,4,10,5,4,1,3,2,1,2,2,0,3,0,3,0,0,0,4,0,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,10,2,2,1,3.3,4,10,5,4,1,3,2,1,2,2,0,3,0,3,0,0,0,4,0,Jake Digiorgio,2,0,0,0,2,1,1,2,1,1,0,0,0,0,1,0,0,0
627,10,2,2,1,3.3,4,10,5,4,1,3,2,1,2,2,0,3,0,3,0,0,0,4,0,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
628,10,2,2,1,3.3,4,10,5,4,1,3,2,1,2,2,0,3,0,3,0,0,0,4,0,Malik Howze,2,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0
629,10,2,2,1,3.3,4,10,5,4,1,3,2,1,2,2,0,3,0,3,0,0,0,4,0,Parker Joncus,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
630,10,2,3,1,1.316666667,3,4,2,1,1,2,1,1,0,0,0,1,0,1,2,0,2,1,0,Jake Bruns,3,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0
631,10,2,3,1,1.316666667,3,4,2,1,1,2,1,1,0,0,0,1,0,1,2,0,2,1,0,Capriest Gardner,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,10,2,3,1,1.316666667,3,4,2,1,1,2,1,1,0,0,0,1,0,1,2,0,2,1,0,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,10,2,3,1,1.316666667,3,4,2,1,1,2,1,1,0,0,0,1,0,1,2,0,2,1,0,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
634,10,2,3,1,1.316666667,3,4,2,1,1,2,1,1,0,0,0,1,0,1,2,0,2,1,0,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,10,2,4,1,0.26666666699999997,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,10,2,4,1,0.26666666699999997,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,10,2,4,1,0.26666666699999997,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,10,2,4,1,0.26666666699999997,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,10,2,4,1,0.26666666699999997,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,10,2,5,1,0.46666666700000003,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,10,2,5,1,0.46666666700000003,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,10,2,5,1,0.46666666700000003,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,10,2,5,1,0.46666666700000003,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,10,2,5,1,0.46666666700000003,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,10,2,6,1,0.65,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Capriest Gardner,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,10,2,6,1,0.65,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Quentin Forberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,10,2,6,1,0.65,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Brett Ott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,10,2,6,1,0.65,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,10,2,6,1,0.65,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,10,2,7,1,0.566666667,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,10,2,7,1,0.566666667,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,10,2,7,1,0.566666667,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,10,2,7,1,0.566666667,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Max Hisatake,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,10,2,7,1,0.566666667,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,10,2,8,1,2.883333333,6,5,5,1,4,5,1,4,0,0,0,1,1,2,3,0,3,0,0,Malik Howze,2,0,1,1,1,0,1,0,0,0,1,0,1,1,0,2,2,0
656,10,2,8,1,2.883333333,6,5,5,1,4,5,1,4,0,0,0,1,1,2,3,0,3,0,0,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,10,2,8,1,2.883333333,6,5,5,1,4,5,1,4,0,0,0,1,1,2,3,0,3,0,0,Jake Digiorgio,2,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0
658,10,2,8,1,2.883333333,6,5,5,1,4,5,1,4,0,0,0,1,1,2,3,0,3,0,0,Max Hisatake,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
659,10,2,8,1,2.883333333,6,5,5,1,4,5,1,4,0,0,0,1,1,2,3,0,3,0,0,Anthony Mosley,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
660,11,1,1,2,3.85,7,7,6,3,3,4,2,2,2,1,1,3,0,3,0,0,0,2,1,Jake Digiorgio,4,1,2,3,3,2,1,3,2,1,0,0,0,0,0,0,0,0
661,11,1,1,2,3.85,7,7,6,3,3,4,2,2,2,1,1,3,0,3,0,0,0,2,1,Max Hisatake,0,0,1,1,2,0,2,1,0,1,1,0,1,0,0,0,0,0
662,11,1,1,2,3.85,7,7,6,3,3,4,2,2,2,1,1,3,0,3,0,0,0,2,1,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
663,11,1,1,2,3.85,7,7,6,3,3,4,2,2,2,1,1,3,0,3,0,0,0,2,1,Malik Howze,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
664,11,1,1,2,3.85,7,7,6,3,3,4,2,2,2,1,1,3,0,3,0,0,0,2,1,Parker Joncus,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
665,11,1,2,2,1.166666667,3,2,3,1,2,2,1,1,1,0,1,1,1,2,0,0,0,1,0,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,11,1,2,2,1.166666667,3,2,3,1,2,2,1,1,1,0,1,1,1,2,0,0,0,1,0,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,11,1,2,2,1.166666667,3,2,3,1,2,2,1,1,1,0,1,1,1,2,0,0,0,1,0,Anthony Mosley,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
668,11,1,2,2,1.166666667,3,2,3,1,2,2,1,1,1,0,1,1,1,2,0,0,0,1,0,Malik Howze,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
669,11,1,2,2,1.166666667,3,2,3,1,2,2,1,1,1,0,1,1,1,2,0,0,0,1,0,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,11,1,3,2,4.2,5,2,5,1,4,4,1,3,1,0,1,4,2,6,0,0,0,0,1,Capriest Gardner,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
671,11,1,3,2,4.2,5,2,5,1,4,4,1,3,1,0,1,4,2,6,0,0,0,0,1,Jake Digiorgio,2,1,1,2,3,1,2,3,1,2,0,0,0,0,1,0,0,0
672,11,1,3,2,4.2,5,2,5,1,4,4,1,3,1,0,1,4,2,6,0,0,0,0,1,Anthony Mosley,0,0,1,1,2,0,2,2,0,2,0,0,0,0,1,0,0,0
673,11,1,3,2,4.2,5,2,5,1,4,4,1,3,1,0,1,4,2,6,0,0,0,0,1,Malik Howze,3,0,0,0,4,1,3,2,0,2,2,1,1,1,1,0,0,0
674,11,1,3,2,4.2,5,2,5,1,4,4,1,3,1,0,1,4,2,6,0,0,0,0,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,11,1,4,2,0.833333333,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
676,11,1,4,2,0.833333333,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,11,1,4,2,0.833333333,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
678,11,1,4,2,0.833333333,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Malik Howze,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,11,1,4,2,0.833333333,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Parker Joncus,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
680,11,1,5,2,1.45,2,2,3,1,2,2,1,1,1,0,1,3,0,3,0,0,0,1,0,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
681,11,1,5,2,1.45,2,2,3,1,2,2,1,1,1,0,1,3,0,3,0,0,0,1,0,Max Hisatake,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
682,11,1,5,2,1.45,2,2,3,1,2,2,1,1,1,0,1,3,0,3,0,0,0,1,0,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,11,1,5,2,1.45,2,2,3,1,2,2,1,1,1,0,1,3,0,3,0,0,0,1,0,Anthony Mosley,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
684,11,1,5,2,1.45,2,2,3,1,2,2,1,1,1,0,1,3,0,3,0,0,0,1,0,Malik Howze,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
685,11,1,6,2,2.05,0,3,3,1,2,2,0,2,1,1,0,2,1,3,0,0,0,1,1,Jake Digiorgio,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
686,11,1,6,2,2.05,0,3,3,1,2,2,0,2,1,1,0,2,1,3,0,0,0,1,1,Jake Bruns,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
687,11,1,6,2,2.05,0,3,3,1,2,2,0,2,1,1,0,2,1,3,0,0,0,1,1,Max Hisatake,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,11,1,6,2,2.05,0,3,3,1,2,2,0,2,1,1,0,2,1,3,0,0,0,1,1,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,11,1,6,2,2.05,0,3,3,1,2,2,0,2,1,1,0,2,1,3,0,0,0,1,1,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,11,1,7,2,0.683333333,0,1,1,0,1,1,0,1,0,0,0,1,0,1,2,1,1,0,0,Quentin Forberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,11,1,7,2,0.683333333,0,1,1,0,1,1,0,1,0,0,0,1,0,1,2,1,1,0,0,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,11,1,7,2,0.683333333,0,1,1,0,1,1,0,1,0,0,0,1,0,1,2,1,1,0,0,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,11,1,7,2,0.683333333,0,1,1,0,1,1,0,1,0,0,0,1,0,1,2,1,1,0,0,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,11,1,7,2,0.683333333,0,1,1,0,1,1,0,1,0,0,0,1,0,1,2,1,1,0,0,Max Hisatake,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
