#,Team,GP,% Time,Poss / Game,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score
307,Connecticut College Camels,23,9.2%,7.7,6.3,0.825,2.7,2.4,5.2,47.1%,51.3%,24.9%,8.5%,6.8%,38.4%
308,New England Nor easters,26,2.5%,2.7,2.2,0.826,1,0.8,1.8,43.8%,47.9%,20.3%,14.5%,13%,39.1%
309,Hendrix College,30,10.6%,9.6,7.9,0.826,4.5,3.2,7.7,41.4%,45.9%,15%,7%,5.9%,37.6%
310,Washington and Lee Generals,27,8.4%,7.3,6,0.827,3.3,2.3,5.7,41.2%,44.4%,15.2%,11.2%,9.6%,38.1%
311,East Texas Baptist Tigers,29,10.4%,9.6,7.9,0.827,4,2.9,6.9,41.7%,45.2%,16.9%,15.1%,10.1%,39.6%
312,Hilbert Hawks,26,10.4%,9,7.4,0.828,4,2.8,6.8,41.6%,44.7%,15%,12%,10.3%,39.5%
313,Claremont-Mudd-Scripps Stags,25,12.8%,10,8.3,0.828,3.9,2.8,6.8,42%,45%,18%,14.4%,10.8%,41.2%
314,Lawrence,15,11.3%,9.3,7.7,0.829,3.5,2.8,6.3,44.2%,48.9%,20.7%,12.9%,10.7%,40.7%
315,John Jay Bloodhounds,25,6%,5.2,4.3,0.829,2,1.8,3.8,47.9%,52.1%,21.7%,7.8%,6.2%,38.8%
316,Hope College Flying Dutchmen,27,12.6%,10.6,8.8,0.829,5,3.3,8.3,39.3%,44.4%,13.6%,9.8%,8.4%,37.8%
317,Hampden-Sydney Tigers,26,9.4%,7.9,6.6,0.83,3.4,2.4,5.8,41.3%,46.7%,17%,14.1%,12.1%,37.9%
318,Fredonia State Blue Devils,24,11.8%,9.6,8,0.83,4.5,2.9,7.5,39.1%,43.9%,12.2%,10.9%,7%,38.7%
319,Martin Luther College Knights,24,11.4%,9.6,8,0.831,4.2,3.1,7.3,42.6%,46.3%,15.2%,11.3%,10%,39.8%
320,Capital,26,9.3%,7.3,6,0.831,2.9,2.3,5.2,44.1%,48.5%,19.6%,10.1%,5.8%,38.6%
321,Beloit Buccaneers,19,11.4%,9.1,7.5,0.831,3.7,2.8,6.5,43.5%,48.8%,19.2%,9.3%,7.6%,39.5%
322,Waynesburg,26,8%,6.9,5.8,0.833,2.7,2.1,4.8,43.5%,47.2%,17.8%,14.4%,10.6%,40.6%
323,LeTourneau Yellow Jackets,31,12.6%,11.4,9.5,0.833,5.1,3.7,8.8,42.5%,46.9%,16.1%,9.9%,9%,38.7%
324,Willamette Bearcats,25,8%,6.5,5.4,0.834,2.6,2,4.6,43.9%,48.7%,20.2%,13.5%,10.4%,38.7%
325,Rockford Regents,27,9.5%,8.5,7.1,0.834,3.5,2.7,6.2,43.1%,48.5%,17.9%,10%,8.7%,39.7%
326,Messiah,26,11.7%,9.3,7.7,0.834,3.6,3.3,6.9,47.8%,50.8%,19.5%,9.1%,7.9%,40.2%
327,Wabash College Little Giants,26,13.2%,10.5,8.8,0.835,5.6,3.2,8.8,36.4%,43.4%,8.8%,9.9%,6.2%,35.5%
328,Wilkes,27,9.9%,7.9,6.6,0.836,3.2,2.3,5.6,42%,47%,17.8%,14%,9.3%,39.3%
329,Elmhurst College Blue Jays,25,10.2%,8.1,6.8,0.837,3.3,2.7,6,44.7%,47.7%,16.8%,10.4%,7.4%,40.1%
330,Albertus Magnus Falcons,27,8.7%,7.7,6.5,0.837,3.2,2.3,5.4,41.5%,44.9%,17.2%,14.4%,9.6%,40.2%
331,SUNY Potsdam,25,10.6%,9.2,7.7,0.838,4,2.8,6.8,40.6%,46.2%,14.8%,12.7%,8.3%,38.9%
332,Southern Virginia Knights,25,8.8%,7.4,6.2,0.838,3.5,2.4,5.9,40.5%,43.6%,11.9%,10.3%,9.7%,40%
333,City College of New York (CCNY) Beavers,20,5.8%,5,4.2,0.838,2.2,1.5,3.7,41.1%,44.5%,9.1%,18.2%,14.1%,42.4%
334,Saint Vincent Bearcats,26,7.9%,6.3,5.3,0.84,2.8,1.8,4.6,38.3%,41.3%,12.9%,16%,13.5%,40.5%
335,Susquehanna University Crusaders,24,7.3%,5.8,4.9,0.842,2.3,1.9,4.2,46%,47.5%,19.4%,12.2%,10.8%,41%
336,Rose-Hulman,27,12.9%,10.1,8.6,0.843,4.6,3.7,8.2,44.6%,47.1%,13.9%,5.8%,3.6%,41.2%
337,Wilmington (OH) Quakers,25,7.2%,6.4,5.4,0.845,2.4,1.6,4,40.4%,40.9%,19.9%,23.6%,15.5%,42.2%
338,Randolph College Wildcats,26,11.9%,9.7,8.2,0.845,3.5,3.1,6.6,46.8%,51.8%,23.4%,9.5%,7.5%,39.7%
339,PennState-Abington,13,5.1%,4.5,3.8,0.845,1.8,1.2,3.1,40%,42.5%,15.5%,20.7%,15.5%,43.1%
340,Illinois College Blue Boys,22,12.6%,10.3,8.7,0.845,4.5,3.5,8,44.3%,50.3%,17.7%,5.8%,4.9%,38.9%
341,Augustana (IL) Vikings,31,12%,9.8,8.3,0.845,4.5,3,7.5,39.9%,45.9%,14.8%,10.2%,8.2%,38.5%
342,Rust College Bearcats,7,4.1%,3.7,3.1,0.846,1.6,1.1,2.7,42.1%,52.6%,19.2%,7.7%,3.8%,38.5%
343,Wheaton (MA) Lyons,26,8.8%,7,6,0.847,2.8,2.3,5.2,45.2%,49.6%,18.6%,10.4%,7.7%,39.3%
344,Olivet Comets,29,4.6%,4.1,3.4,0.847,1.6,1.1,2.7,41.6%,46.1%,18.6%,16.9%,11.9%,41.5%
345,Eastern Nazarene College Lions,24,7.5%,6.3,5.3,0.847,2.4,1.8,4.3,43.1%,47.5%,18%,16%,12%,42%
346,Milwaukee School of Engineering,26,11.7%,9.4,8,0.848,4,2.9,6.9,41.9%,46.9%,18%,11.5%,9%,37.3%
347,Maine Farmington,7,5.3%,4.7,4,0.848,1.7,1.4,3.1,45.5%,47.7%,21.2%,18.2%,15.2%,42.4%
348,Centenary University Cyclones,24,5.5%,4.4,3.7,0.848,1.7,1.3,3,43.7%,46.5%,20%,13.3%,8.6%,41.9%
349,Wheaton (IL),26,13.3%,10.9,9.3,0.849,4.6,3.5,8.1,43.3%,48.6%,17.3%,9.5%,7.4%,39.4%
350,Mount Union Raiders,26,12.2%,10,8.5,0.849,4.3,2.9,7.3,40.2%,44.7%,14.3%,14.7%,12%,40.2%
351,Shenandoah University Hornets,28,8.4%,7.6,6.5,0.85,3.1,2.6,5.7,45%,47.8%,16.4%,13.1%,9.4%,39.9%
352,Rowan University,27,9.1%,8.7,7.4,0.85,4.3,2.8,7.1,39.1%,43.5%,9%,12.8%,10.3%,39.3%
353,Texas Lutheran Bulldogs,27,12.4%,10.1,8.6,0.853,4.3,3.3,7.5,43.3%,46.6%,15.4%,11.8%,8.8%,41.9%
354,Hanover Panthers,29,15.7%,11.7,10,0.853,5,4,9,44.8%,49.2%,18%,6.2%,5.6%,39.5%
355,Utica,27,11.9%,9.7,8.3,0.854,4.2,3,7.1,41.5%,46.4%,16.1%,11.9%,7.7%,39.5%
356,UMass Dartmouth,13,7.8%,6.8,5.8,0.854,2.9,2.2,5.2,43.3%,44%,14.6%,12.4%,6.7%,42.7%
357,Medaille Mavericks,30,11.5%,10.1,8.7,0.855,4,3.1,7.2,43.7%,48.6%,18.4%,12.5%,8.6%,39.8%
358,Western New Eng.,26,8%,7,6,0.857,2.6,1.9,4.5,42.7%,47.9%,22%,18.7%,13.7%,40.1%
359,Montclair State,25,12.5%,10.6,9.1,0.857,5,3.2,8.3,39.1%,45.9%,13.2%,10.9%,7.9%,37.7%
360,Whittier College Poets,23,7%,6.3,5.4,0.862,2.2,1.9,4.1,46.3%,50.5%,20%,16.6%,9%,42.8%
361,Southwestern University (TX) Pirates,27,9.2%,8.1,7,0.862,3.5,2.3,5.7,39.4%,44.8%,14.7%,14.2%,11%,40.4%
362,New York University Violets,24,10.3%,8.8,7.6,0.863,3.8,3.1,6.8,45.1%,47.9%,16%,8%,7.1%,41.5%
363,Johnson & Wales Denver Wildcats,21,6.3%,5.3,4.6,0.866,2.1,1.7,3.8,43.8%,46.9%,17.9%,12.5%,10.7%,42%
364,New Rochelle Blue Angels,7,4.3%,4.3,3.7,0.867,1.6,1.3,2.9,45%,52.5%,20%,13.3%,10%,40%
365,Misericordia,25,11.5%,9.7,8.4,0.868,4.1,3.2,7.2,43.6%,49.2%,16.1%,11.2%,9.1%,40.1%
366,Millikin Big Blue,24,7.4%,5.7,5,0.869,2.2,1.9,4,46.4%,49.5%,16.8%,13.1%,11.7%,44.5%
367,Loras Duhawks,26,11.8%,10,8.7,0.87,4.2,2.8,7,40.1%,46.4%,16.5%,16.5%,10.7%,39.5%
368,Albion Britons,25,10.1%,8,7,0.871,3,2.7,5.7,47.2%,50.4%,20.9%,10.9%,6.5%,40.8%
369,Concordia (WI) Falcons,27,10%,8.7,7.6,0.872,3.3,2.9,6.2,46.1%,50.9%,20%,11.9%,9.4%,40.4%
370,Wooster Fighting Scots,28,16.5%,13.1,11.5,0.875,5.9,4,9.8,40.4%,48.2%,16.3%,12.3%,9.8%,37.6%
371,Greenville Panthers,18,0.4%,0.4,0.4,0.875,0.2,0.2,0.4,42.9%,50%,12.5%,0%,0%,37.5%
372,Nazareth College Golden Flyers,27,12.7%,10.8,9.5,0.877,5,3.6,8.6,42%,46.5%,13%,11%,10.3%,40.4%
373,Greensboro College The Pride,28,10.1%,9.6,8.4,0.877,3.4,3.1,6.6,47.8%,51.1%,19.7%,14.5%,11.2%,42%
374,Green Mountain,4,9.5%,8.3,7.3,0.879,4,3,7,42.9%,46.4%,9.1%,6.1%,0%,42.4%
375,William Peace,27,10%,8.7,7.7,0.881,3.3,2.7,6,44.4%,52.5%,22.5%,10.6%,8.5%,39%
376,Ferrum Panthers,26,9.5%,7.7,6.8,0.881,3.2,2.7,5.9,46.4%,52%,15.4%,10.9%,8.5%,40.8%
377,Cairn Highlanders,26,8.1%,6.8,6,0.881,2.7,2.5,5.2,48.1%,52.2%,18.1%,9%,7.3%,41.2%
378,Cal Lutheran Kingsmen,21,8.5%,7.2,6.4,0.882,2.9,2.4,5.3,45.5%,50%,16.4%,11.8%,11.2%,41.4%
379,Rhode Island College Anchormen,20,8.3%,6.9,6.1,0.883,3.5,2,5.4,36.1%,41.7%,9.5%,12.4%,10.9%,40.1%
380,Calvin Knights,26,10.9%,8.9,7.8,0.883,4.2,3.1,7.3,42.6%,47.6%,12.1%,8.2%,6.9%,39.8%
381,Castleton,4,7.2%,6.5,5.8,0.885,1.8,1.8,3.5,50%,57.1%,26.9%,26.9%,19.2%,38.5%
382,Redlands Bulldogs,23,7.8%,6.9,6.1,0.887,3,2.3,5.3,44.3%,48.8%,15.7%,10.1%,8.2%,40.9%
383,Texas-(Tyler) Patriots,28,9%,8.1,7.3,0.894,3.9,2.8,6.6,41.9%,46.8%,10.1%,10.6%,6.2%,40.1%
384,Luther,25,11.7%,9.4,8.4,0.894,4,3.2,7.2,44.4%,48.3%,15.7%,10.6%,8.5%,41.9%
385,Johnson State,4,4.8%,4.8,4.3,0.895,2.8,1.8,4.5,38.9%,41.7%,0%,10.5%,10.5%,42.1%
386,Coast Guard Academy Bears,23,9.7%,8.2,7.4,0.899,3.5,2.8,6.3,44.1%,49.3%,15.9%,9%,7.4%,41.3%
387,Newbury,5,1.9%,2,1.8,0.9,1.2,0.8,2,40%,40%,0%,10%,10%,40%
388,Wisconsin-(Superior) Yellowjackets,27,9.2%,6.7,6,0.901,2.9,2.4,5.3,45.1%,48.6%,13.3%,9.9%,8.8%,43.1%
389,North Central (MN) Rams,26,8.1%,7,6.3,0.901,2.7,2.5,5.2,47.8%,50.7%,17.1%,12.7%,12.7%,43.6%
390,Otterbein,24,12.3%,10,9,0.904,4.7,3.6,8.3,43.7%,48.2%,11.3%,8.3%,7.1%,42.1%
391,Delaware Valley,25,9.1%,7.6,6.8,0.905,3.1,2.7,5.8,46.2%,50.7%,16.9%,10.6%,9.5%,41.3%
392,Worcester State Lancers,9,6.7%,5.9,5.3,0.906,2.2,2.3,4.6,51.2%,56.1%,18.9%,5.7%,5.7%,41.5%
393,Louisiana College Wildcats,26,3.7%,3.3,3,0.906,1.2,1.1,2.3,47.5%,51.7%,17.6%,14.1%,10.6%,45.9%
394,Thomas (ME) Terriers,4,9%,8.3,7.5,0.909,3.8,2.8,6.5,42.3%,48.1%,15.2%,6.1%,6.1%,39.4%
395,Chatham University Cougars,25,6.8%,5.3,4.8,0.91,2.3,2,4.3,45.8%,49.5%,11.3%,12%,11.3%,42.9%
396,Westminster (MO) Blue Jays,18,6%,5.1,4.6,0.912,1.8,1.8,3.6,49.2%,56.2%,20.9%,9.9%,7.7%,41.8%
397,Manchester Spartans,25,11.3%,9.2,8.4,0.913,3.2,3.2,6.4,49.7%,51.6%,18.8%,14.4%,12.2%,45.4%
398,Pacific University Boxers,25,9%,7.9,7.3,0.919,3.2,2.7,5.9,45.6%,48.6%,14.6%,15.7%,14.1%,43.4%
399,Crown College (MN),27,14.5%,12.1,11.2,0.921,5.3,4.2,9.5,44.5%,47.9%,12.5%,12.2%,10.1%,43.9%
400,Simpson (IA) Storm,26,13.1%,10.5,9.7,0.923,4.4,3.5,8,44.4%,49.3%,15.4%,11.4%,8.8%,42.5%
401,Bluffton,26,15.3%,11.4,10.5,0.923,4.7,4,8.7,46.3%,51.3%,16.2%,10.1%,8.1%,41.8%
402,Case Western Reserve Spartans,25,10%,8.4,7.8,0.924,3.9,2.9,6.8,42.9%,50%,12.8%,8.5%,6.2%,40.8%
403,Defiance Yellow Jackets,26,8.2%,6.7,6.2,0.925,2.2,2.2,4.3,50%,53.1%,20.8%,19.1%,12.1%,44.5%
404,Brandeis Judges,25,10.7%,8.8,8.2,0.928,3.9,3,6.9,43.9%,50.3%,13.6%,9.5%,8.1%,41.6%
405,Vassar Brewers,26,18.4%,14.8,13.8,0.932,7.2,5.2,12.4,41.8%,47.2%,8.1%,10.4%,9.1%,42.2%
406,Iowa Wesleyan Tigers,19,6.1%,5.6,5.2,0.934,2.3,2.1,4.4,47%,54.2%,16%,6.6%,5.7%,42.5%
407,Pine Manor,14,5.9%,5.5,5.1,0.935,2.1,1.6,3.7,44.2%,50%,14.3%,19.5%,13%,45.5%
408,Lake Forest Foresters,17,10.7%,8.2,7.7,0.936,3.1,2.9,6.1,48.5%,55.3%,20%,7.9%,5%,42.1%
409,Hartwick,25,6.6%,5.8,5.4,0.938,2.1,2.2,4.3,50.5%,55.1%,18.6%,9%,6.2%,44.1%
410,Lewis & Clark Pioneers,26,7.6%,6.4,6,0.94,2.6,2.3,4.9,46.5%,48.8%,13.2%,13.2%,10.8%,46.1%
411,Carnegie Mellon Tartans,25,11.5%,9.6,9,0.941,4.2,3.4,7.6,44.7%,51.6%,12.1%,9.2%,7.5%,43.1%
412,Washington & Jefferson Presidents,25,8.3%,6.8,6.4,0.947,2.5,2.4,4.9,49.2%,56.1%,18.8%,11.2%,9.4%,42.9%
413,Stockton University,25,8.1%,6.7,6.4,0.952,3,2.1,5.1,40.6%,47.3%,9.6%,15%,8.4%,43.1%
414,Pitt Bradford Panthers,24,7.8%,7,6.6,0.952,2.6,2.2,4.8,45.2%,48.7%,16.2%,19.2%,15%,44.3%
415,Anderson (IN) Ravens,27,14.1%,11.7,11.3,0.965,4.4,4.2,8.7,48.7%,51.7%,14.6%,14.9%,12.1%,46%
416,George Fox Bruins,26,3.9%,3.6,3.5,0.968,1.3,1,2.4,43.5%,47.6%,18.3%,20.4%,14%,44.1%
417,Centre (KY) Praying Colonels,26,12.1%,9.7,9.3,0.968,3.7,4,7.6,52%,57.3%,16.7%,7.6%,6%,44.2%
418,Concordia (Chicago) Cougars,25,7%,6.5,6.3,0.969,2.2,2.3,4.4,51.4%,55.4%,16.7%,16.7%,11.1%,48.1%
419,Ohio Northern Polar Bears,29,17.5%,14.9,14.6,0.975,6.3,5.2,11.6,45.1%,51.2%,12%,12.2%,10.4%,44.8%
420,Saint Mary's (MN) Cardinals,27,10.1%,8.4,8.2,0.978,3.1,3,6.1,48.8%,53.3%,14.5%,16.3%,11.9%,46.7%
421,Birmingham Southern College Panthers,27,8.1%,7.2,7.1,0.985,3.2,2.6,5.8,44.9%,52.9%,10.8%,9.3%,7.2%,44.8%
422,Becker,7,11.5%,9.7,9.6,0.985,4.3,3.4,7.7,44.4%,52.8%,13.2%,10.3%,8.8%,42.6%
423,Howard Payne Yellow Jackets,28,6.6%,6.1,6,0.988,2.5,2,4.4,44.4%,49.2%,12.9%,18.1%,13.5%,45.6%
424,Principia Panthers,14,8.3%,6.9,6.8,0.99,2.6,2.6,5.3,50%,56.1%,17.7%,7.3%,5.2%,43.8%
425,St. Joseph's (Brooklyn) Bears,8,9.4%,8.4,8.4,1,3,2.8,5.8,47.8%,56.5%,17.9%,17.9%,14.9%,44.8%
426,Rhodes College Lynx,26,0.1%,0.2,0.2,1,0.1,0.1,0.2,50%,50%,0%,0%,0%,50%
427,PennState-Berks,12,6.3%,5.8,5.8,1,2.3,2,4.3,47.1%,54.9%,11.6%,18.8%,15.9%,47.8%
428,Ozarks (AR) Eagles,27,8.6%,7.5,7.7,1.025,3.2,3,6.2,48.2%,53.3%,9.9%,9.4%,6.9%,46.8%
429,Southern Vermont Mountaineers,6,9.6%,8.8,9.2,1.038,3.2,3.3,6.5,51.3%,61.5%,18.9%,11.3%,7.5%,43.4%
430,Saint Elizabeth Eagles,12,5.5%,5.1,5.3,1.049,1.9,1.9,3.8,50%,54.3%,9.8%,18%,13.1%,50.8%
431,Finlandia Lions,14,5.1%,4.3,4.8,1.117,1.6,1.9,3.5,55.1%,58.2%,11.7%,10%,6.7%,51.7%
432,Grinnell,6,0.2%,0.2,0.3,2,0,0.2,0.2,100%,100%,0%,0%,0%,100%
