,team_name,number_of_games,team_poss,opp_poss,off_adjustment_factor,def_adjustment_factor,Format,Type,player_id,player_name,average_pts,average_minutes,overall_average_ppp,element_name,percentage_of_time,type_ppp,field_goal_percentage,Adjusted_Overall_Average_PPP,Adjusted_Type_PPP
76,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,5,Caden_Ebeling,5.48,14.84,0.948,Hand Off,0.031,1.3330000000000002,0.5,0.9862816601039999,1.386828536834
77,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,5,Caden_Ebeling,5.48,14.84,0.948,Spot Up,0.402,0.9740000000000001,0.387,0.9862816601039999,1.013331579052
78,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,5,Caden_Ebeling,5.48,14.84,0.948,Post-Up,0.299,1.034,0.5710000000000001,0.9862816601039999,1.075754468932
79,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,5,Caden_Ebeling,5.48,14.84,0.948,Off Screen,0.09300000000000001,1.0,0.429,0.9862816601039999,1.040381498
80,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,4,Austin_Thompson,0.4,2.6,0.4,Isolation,0.4,1.0,,0.4161525992,1.040381498
81,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,3,Arshawn_Parker,4.777777778,10.66666667,1.125,Isolation,0.25,1.25,0.7,1.17042918525,1.3004768725
82,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,3,Arshawn_Parker,4.777777778,10.66666667,1.125,Spot Up,0.41700000000000004,1.75,0.6,1.17042918525,1.8206676214999997
83,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,2,Aquavius_Burks,5.869565217000001,17.34782609,0.991,Post-Up,0.142,1.375,0.667,1.0310180645179998,1.4305245597499998
84,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,2,Aquavius_Burks,5.869565217000001,17.34782609,0.991,Isolation,0.018000000000000002,1.0,1.0,1.0310180645179998,1.040381498
85,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,2,Aquavius_Burks,5.869565217000001,17.34782609,0.991,P&R Ball Handler,0.09699999999999999,1.273,0.5710000000000001,1.0310180645179998,1.3244056469539998
86,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,2,Aquavius_Burks,5.869565217000001,17.34782609,0.991,P&R Roll Man,0.044000000000000004,1.0,0.5,1.0310180645179998,1.040381498
87,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,1,Adam_Davis,3.0,11.61111111,0.8109999999999999,Post-Up,0.132,0.857,0.5,0.8437493948779998,0.8916069437859999
88,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,1,Adam_Davis,3.0,11.61111111,0.8109999999999999,Off Screen,0.075,1.25,0.667,0.8437493948779998,1.3004768725
89,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,1,Adam_Davis,3.0,11.61111111,0.8109999999999999,Hand Off,0.057,1.0,0.5,0.8437493948779998,1.040381498
90,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,1,Adam_Davis,3.0,11.61111111,0.8109999999999999,Spot Up,0.434,0.9570000000000001,0.42100000000000004,0.8437493948779998,0.995645093586
91,Albion,23,90.30434783,86.52173913,1.0961407490000001,1.040381498,Defensive,Weakness,1,Adam_Davis,3.0,11.61111111,0.8109999999999999,Isolation,0.038,1.0,1.0,0.8437493948779998,1.040381498
92,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,32,Tj_Best,1.25,7.6875,0.633,Spot Up,0.33299999999999996,0.6,0.222,0.612270241278,0.5803509396
93,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,32,Tj_Best,1.25,7.6875,0.633,Isolation,0.033,0.0,0.0,0.612270241278,0.0
94,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,32,Tj_Best,1.25,7.6875,0.633,Off Screen,0.067,0.0,0.0,0.612270241278,0.0
95,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,31,Steve_Leazer,3.04,16.48,0.852,Off Screen,0.111,0.556,0.0,0.824098334232,0.537791870696
96,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,31,Steve_Leazer,3.04,16.48,0.852,Isolation,0.12300000000000001,0.5,0.25,0.824098334232,0.483625783
97,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,31,Steve_Leazer,3.04,16.48,0.852,Post-Up,0.222,0.778,0.444,0.824098334232,0.752521718348
98,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,30,Sean_Johnson,3.826086957,15.7826087,0.794,P&R Roll Man,0.039,0.75,0.25,0.767997743404,0.7254386745
99,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,30,Sean_Johnson,3.826086957,15.7826087,0.794,Spot Up,0.33299999999999996,0.706,0.32299999999999995,0.767997743404,0.6828796055959999
100,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,30,Sean_Johnson,3.826086957,15.7826087,0.794,Hand Off,0.039,0.75,0.33299999999999996,0.767997743404,0.7254386745
101,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,30,Sean_Johnson,3.826086957,15.7826087,0.794,Off Screen,0.039,0.75,0.25,0.767997743404,0.7254386745
102,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,30,Sean_Johnson,3.826086957,15.7826087,0.794,Isolation,0.069,0.28600000000000003,0.0,0.767997743404,0.27663394787600004
103,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,29,Mike_Canady,1.789473684,8.421052632,0.775,Spot Up,0.35,0.5710000000000001,0.16699999999999998,0.7496199636499999,0.552300644186
104,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,29,Mike_Canady,1.789473684,8.421052632,0.775,Hand Off,0.15,0.5,0.2,0.7496199636499999,0.483625783
105,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,29,Mike_Canady,1.789473684,8.421052632,0.775,P&R Ball Handler,0.2,0.625,0.25,0.7496199636499999,0.60453222875
106,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,28,Kienan_Baltimore,16.69230769,27.46153846,0.82,Post-Up,0.19699999999999998,0.5,0.375,0.7931462841199999,0.483625783
107,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,28,Kienan_Baltimore,16.69230769,27.46153846,0.82,Hand Off,0.016,0.0,0.0,0.7931462841199999,0.0
108,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,28,Kienan_Baltimore,16.69230769,27.46153846,0.82,P&R Ball Handler,0.049,0.667,0.5,0.7931462841199999,0.645156794522
109,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,28,Kienan_Baltimore,16.69230769,27.46153846,0.82,Spot Up,0.49200000000000005,0.8,0.33299999999999996,0.7931462841199999,0.7738012528
110,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,28,Kienan_Baltimore,16.69230769,27.46153846,0.82,Isolation,0.066,0.5,0.33299999999999996,0.7931462841199999,0.483625783
111,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,28,Kienan_Baltimore,16.69230769,27.46153846,0.82,P&R Roll Man,0.049,0.0,0.0,0.7931462841199999,0.0
112,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,27,Kamal_Shasi,5.0,26.38888889,0.871,P&R Ball Handler,0.45299999999999996,0.857,0.423,0.842476113986,0.8289345920619999
113,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,27,Kamal_Shasi,5.0,26.38888889,0.871,Post-Up,0.022000000000000002,0.667,0.0,0.842476113986,0.645156794522
114,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,27,Kamal_Shasi,5.0,26.38888889,0.871,Isolation,0.05,0.28600000000000003,0.16699999999999998,0.842476113986,0.27663394787600004
115,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,27,Kamal_Shasi,5.0,26.38888889,0.871,Hand Off,0.05,0.28600000000000003,0.2,0.842476113986,0.27663394787600004
116,Carthage,25,80.44,80.44,0.9764043920000001,0.967251566,Defensive,Strength,26,Jordan_Vedder,2.583333333,8.583333332999999,1.435,Hand Off,0.043,0.0,0.0,1.38800599721,0.0
