Game_ID,Session_ID,LineUp_ID,Min,Lineup_Score,Oppo_Score,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_DefReb,Oppo_OffReb,Oppo_TtlReb,Oppo_FTA,Oppo_FTm,Oppo_FTM,Oppo_Ast,Oppo_Stl
9,1,1,9.6,12,13,12,5,7,7,4,3,5,1,4,6,1,7,2,0,2,3,2
9,1,2,3.016666667,5,5,3,2,1,2,1,1,1,1,0,3,0,3,0,0,0,1,0
9,1,3,1.083333333,2,4,3,2,1,3,2,1,0,0,0,1,0,1,0,0,0,0,0
9,1,4,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,5,2.8,5,3,2,1,1,1,0,1,1,1,0,2,0,2,0,0,0,0,0
9,1,6,1.45,4,0,2,0,2,1,0,1,1,0,1,0,1,1,0,0,0,0,0
9,1,7,1.25,2,3,2,1,1,1,1,0,1,0,1,0,1,1,2,1,1,0,0
9,2,1,6.583333333,15,10,6,4,2,3,2,1,3,2,1,4,0,4,0,0,0,3,0
9,2,2,2.283333333,5,0,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0
9,2,3,2.983333333,9,0,3,0,3,2,0,2,1,0,1,1,0,1,0,0,0,0,0
9,2,4,0.75,1,3,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0
9,2,5,1.516666667,4,2,2,0,2,1,0,1,1,0,1,0,1,1,2,0,2,0,1
9,2,6,1.533333333,0,5,3,2,1,2,1,1,1,1,0,2,0,2,0,0,0,1,0
9,2,7,1.283333333,2,2,2,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0
9,2,8,0.816666667,2,2,1,0,1,0,0,0,1,0,1,1,0,1,2,0,2,0,0
9,2,9,1.75,6,3,2,1,1,2,1,1,0,0,0,0,1,1,2,1,1,0,1
