Game_ID,Session_ID,LineUp_ID,Min,Lineup_Score,Oppo_Score,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_DefReb,Oppo_OffReb,Oppo_TtlReb,Oppo_FTA,Oppo_FTm,Oppo_FTM,Oppo_Ast,Oppo_Stl
12,1,1,6.216666667,11,10,9,4,5,4,2,2,5,2,3,0,1,1,0,0,0,4,0
12,1,2,1.583333333,1,3,3,1,2,2,0,2,1,1,0,0,1,1,2,2,0,0,0
12,1,3,5.95,6,3,6,1,5,1,1,0,5,0,5,4,0,4,2,1,1,1,0
12,1,4,3.533333333,8,4,5,2,3,2,2,0,3,0,3,2,1,3,0,0,0,1,0
12,1,5,0.683333333,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
12,1,6,1.616666667,4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12,1,7,0.383333333,0,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
12,2,1,4.616666667,8,11,6,4,2,2,1,1,4,3,1,2,0,2,2,2,0,3,2
12,2,2,0.75,3,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
12,2,3,1.183333333,2,0,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0,0,1
12,2,4,2.233333333,0,0,2,0,2,2,0,2,0,0,0,3,0,3,0,0,0,0,0
12,2,5,2.033333333,4,0,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0
12,2,6,5.533333333,10,8,6,2,4,1,0,1,5,2,3,3,0,3,3,1,2,2,1
12,2,7,0.366666667,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
12,2,8,0.2,0,0,1,0,1,0,0,0,1,0,1,1,1,2,0,0,0,0,0
12,2,9,1.4,2,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
12,2,10,1.433333333,1,2,2,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0
12,2,11,0.083333333,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
