Game_ID,Session_ID,LineUp_ID,Min,Lineup_Score,Oppo_Score,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_DefReb,Oppo_OffReb,Oppo_TtlReb,Oppo_FTA,Oppo_FTm,Oppo_FTM,Oppo_Ast,Oppo_Stl
4,1,1,6.2,9,11,8,4,4,3,1,2,5,3,2,5,0,5,0,0,0,4,1
4,1,2,1.016666667,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
4,1,3,1.3,3,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
4,1,4,0.883333333,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,1,5,2.916666667,4,6,2,2,0,0,0,0,2,2,0,1,0,1,0,0,0,1,1
4,1,6,1.616666667,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,7,1.183333333,3,6,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0
4,1,8,1.183333333,3,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
4,1,9,3.7,4,2,7,1,6,6,1,5,1,0,1,2,1,3,0,0,0,1,2
4,2,1,8.4,18,9,10,4,6,4,3,1,6,1,5,6,1,7,2,2,0,1,0
4,2,2,0.933333333,2,2,2,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1
4,2,3,0.983333333,0,2,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,0
4,2,4,1.3,2,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
4,2,5,0.616666667,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4,2,6,2.9,5,7,3,2,1,1,0,1,2,2,0,1,0,1,2,1,1,2,0
4,2,7,1.85,3,4,4,0,4,2,0,2,2,0,2,2,0,2,4,0,4,0,0
4,2,8,1.45,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0
4,2,9,0.8,0,0,2,0,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0
