Game_ID,Session_ID,LineUp_ID,Min,Lineup_Score,Oppo_Score,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_DefReb,Oppo_OffReb,Oppo_TtlReb,Oppo_FTA,Oppo_FTm,Oppo_FTM,Oppo_Ast,Oppo_Stl
6,1,1,3.316666667,2,5,4,2,2,2,1,1,2,1,1,2,0,2,0,0,0,1,0
6,1,2,0.816666667,3,0,2,0,2,1,0,1,1,0,1,1,0,1,2,2,0,0,0
6,1,3,3.466666667,7,3,4,1,3,2,1,1,2,0,2,2,0,2,2,1,1,0,1
6,1,4,1.116666667,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
6,1,5,9.283333333,9,10,12,5,7,10,5,5,2,0,2,4,1,5,0,0,0,2,1
6,2,1,11.5,21,30,18,8,10,10,4,6,8,4,4,6,2,8,11,1,10,5,2
6,2,2,0.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,3,0.933333333,4,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
6,2,4,1.283333333,2,4,2,2,0,2,2,0,0,0,0,2,0,2,1,1,0,0,0
6,2,5,0.45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6,2,6,3.416666667,4,6,5,2,3,2,0,2,3,2,1,4,0,4,0,0,0,1,1
6,2,7,0.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,8,0.716666667,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
