Game_ID,Session_ID,LineUp_ID,Min,Lineup_Score,Oppo_Score,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_DefReb,Oppo_OffReb,Oppo_TtlReb,Oppo_FTA,Oppo_FTm,Oppo_FTM,Oppo_Ast,Oppo_Stl
7,1,1,5,18,5,6,1,5,4,1,3,2,0,2,0,0,0,4,1,3,0,0
7,1,2,1.55,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,1,3,1.15,2,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
7,1,4,1.766666667,2,0,5,0,5,4,0,4,1,0,1,2,3,5,0,0,0,0,0
7,1,5,2,6,2,2,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0
7,1,6,1.083333333,0,3,4,1,3,4,1,3,0,0,0,1,3,4,2,1,1,0,0
7,1,7,1.366666667,0,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
7,1,8,4.7,4,16,9,6,3,6,3,3,3,3,0,5,1,6,2,1,1,4,0
7,1,9,1.383333333,2,2,4,1,3,3,1,2,1,0,1,1,2,3,0,0,0,0,1
7,2,1,5.933333333,7,8,12,2,10,10,2,8,2,0,2,2,5,7,8,4,4,1,1
7,2,2,1.05,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,2,3,0.4,0,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0
7,2,4,0.716666667,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7,2,5,2.183333333,6,8,4,3,1,1,1,0,3,2,1,0,1,1,0,0,0,2,0
7,2,6,1.266666667,1,0,2,0,2,1,0,1,1,0,1,2,0,2,0,0,0,0,1
7,2,7,1.283333333,2,4,1,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0
7,2,8,0.516666667,0,4,1,1,0,1,1,0,0,0,0,1,0,1,2,0,2,1,1
7,2,9,0.833333333,0,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
7,2,10,5.816666667,11,13,7,3,4,4,2,2,3,1,2,3,1,4,6,0,6,1,1
7,3,1,2.8,10,4,3,1,2,3,1,2,0,0,0,0,0,0,2,0,2,0,0
7,3,2,2.133333333,4,4,6,2,4,5,2,3,1,0,1,0,1,1,0,0,0,1,0
