Game_ID,Session_ID,LineUp_ID,Game_Status_ID,Player_Name,Pts,OffReb,DefReb,TtlReb,FGA,FGM,FGm,Two_FGA,Two_FGM,Two_FGm,Three_FGA,Three_FGM,Three_FGm,Ast,Stl,FTA,FTM,FTm
3,2,4,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,4,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,1,Malik Howze,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,1,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,1,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,1,Parker Joncus,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3,2,6,1,Max Hisatake,5,0,4,4,4,2,2,4,2,2,0,0,0,0,2,2,1,1
3,2,6,1,Malik Howze,4,0,0,0,1,1,0,1,1,0,0,0,0,2,0,2,2,0
3,2,6,1,Jake Digiorgio,6,1,1,2,5,3,2,4,3,1,1,0,1,0,0,0,0,0
3,2,6,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,6,1,Parker Joncus,0,0,1,1,2,0,2,1,0,1,1,0,1,1,0,0,0,0
3,2,7,1,Brett Ott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,7,1,Jake Bruns,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
3,2,7,1,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,7,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,7,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,1,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,1,1,Max Hisatake,0,0,2,2,2,0,2,2,0,2,0,0,0,0,1,0,0,0
4,1,1,1,Jake Bruns,0,0,1,1,2,0,2,0,0,0,2,0,2,2,0,0,0,0
4,1,1,1,Calvin Schmitz,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
4,1,1,1,Parker Joncus,9,1,1,2,4,3,1,0,0,0,4,3,1,0,0,0,0,0
4,1,2,1,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,2,1,Capriest Gardner,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2,1,Calvin Schmitz,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
4,1,2,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,1,Brinden Carlson,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
4,1,3,1,Kohl Linder,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,1,Capriest Gardner,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
4,1,3,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,1,Parker Joncus,3,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0
4,1,4,1,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,4,1,Max Hisatake,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
4,1,4,1,Brinden Carlson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,4,1,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,4,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,1,5,1,Parker Joncus,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0
4,1,5,1,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,5,1,Max Hisatake,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
4,1,5,1,Capriest Gardner,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
4,1,5,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
