Game_ID,Session_ID,LineUp_ID,Player_Name,Pts,OffReb,DefReb,TtlReb,FGA,FGM,FGm,Two_FGA,Two_FGM,Two_FGm,Three_FGA,Three_FGM,Three_FGm,Ast,Stl,FTA,FTM,FTm
15,1,1,Jake Digiorgio,6,0,0,0,2,1,1,2,1,1,0,0,0,0,0,4,4,0
15,1,1,Max Hisatake,7,0,3,3,2,2,0,2,2,0,0,0,0,0,0,3,3,0
15,1,1,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
15,1,1,Malik Howze,1,0,0,0,2,0,2,0,0,0,2,0,2,2,0,2,1,1
15,1,1,Parker Joncus,9,1,1,2,4,3,1,0,0,0,4,3,1,0,0,0,0,0
15,1,2,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,2,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,2,Anthony Mosley,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
15,1,2,Malik Howze,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
15,1,2,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,3,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,3,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,3,Jake Digiorgio,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
15,1,3,Kohl Linder,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
15,1,3,Anthony Mosley,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
15,1,4,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,4,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,4,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,4,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,4,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,Malik Howze,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
15,1,5,Quentin Forberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,Max Hisatake,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
15,1,5,Capriest Gardner,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
15,1,5,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,6,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,6,Malik Howze,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
15,1,6,Max Hisatake,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
15,1,6,Capriest Gardner,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
15,1,6,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,7,Calvin Schmitz,0,1,0,1,2,0,2,1,0,1,1,0,1,0,0,0,0,0
15,1,7,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,7,Max Hisatake,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
15,1,7,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,7,Malik Howze,2,0,0,0,2,1,1,1,1,0,1,0,1,0,1,0,0,0
15,1,8,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,8,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,8,Max Hisatake,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
15,1,8,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,8,Malik Howze,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,1,Jake Digiorgio,5,5,0,5,6,2,4,6,2,4,0,0,0,0,0,2,1,1
15,2,1,Max Hisatake,3,3,2,5,2,1,1,2,1,1,0,0,0,0,0,2,1,1
15,2,1,Anthony Mosley,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
15,2,1,Malik Howze,0,0,2,2,4,0,4,1,0,1,3,0,3,1,0,0,0,0
15,2,1,Parker Joncus,0,1,0,1,3,0,3,0,0,0,3,0,3,0,0,0,0,0
15,2,2,Jake Bruns,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
15,2,2,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,2,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,2,Anthony Mosley,0,0,2,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0
15,2,2,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,3,Capriest Gardner,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
15,2,3,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,3,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,3,Max Hisatake,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,3,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,4,Jake Digiorgio,4,1,0,1,1,1,0,1,1,0,0,0,0,1,0,2,2,0
15,2,4,Capriest Gardner,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
15,2,4,Jake Bruns,3,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0
15,2,4,Kohl Linder,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,4,Anthony Mosley,2,0,0,0,1,0,1,1,0,1,0,0,0,0,1,2,2,0
15,2,5,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,5,Quentin Forberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,5,Jake Digiorgio,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
15,2,5,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,5,Kohl Linder,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,6,Malik Howze,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
15,2,6,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,6,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,6,Quentin Forberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,6,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,7,Anthony Mosley,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
15,2,7,Malik Howze,3,0,0,0,5,1,4,3,0,3,2,1,1,0,0,0,0,0
15,2,7,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,2,7,Quentin Forberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
15,2,7,Jake Digiorgio,6,0,1,1,2,2,0,2,2,0,0,0,0,0,1,2,2,0
15,2,8,Jake Bruns,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
15,2,8,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,8,Anthony Mosley,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
15,2,8,Malik Howze,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
15,2,8,Max Hisatake,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,2,9,Calvin Schmitz,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0
15,2,9,Brett Ott,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,2,9,Jake Bruns,7,0,0,0,2,2,0,0,0,0,2,2,0,0,0,2,1,1
15,2,9,Kohl Linder,0,0,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
