Game_ID,Session_ID,LineUp_ID,Player_Name,Pts,OffReb,DefReb,TtlReb,FGA,FGM,FGm,Two_FGA,Two_FGM,Two_FGm,Three_FGA,Three_FGM,Three_FGm,Ast,Stl,FTA,FTM,FTm
1,1,1,Jake Digiorgio,4,1,3,4,4,2,2,4,2,2,0,0,0,1,0,0,0,0
1,1,1,Max Hisatake,4,2,2,4,3,2,1,3,2,1,0,0,0,1,0,0,0,0
1,1,1,Anthony Mosley,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,Malik Howze,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1,1,1,Parker Joncus,3,1,1,2,2,1,1,1,1,0,1,0,1,0,0,2,1,1
1,1,2,Jake Bruns,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,2,Jake Digiorgio,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,Max Hisatake,2,0,0,0,3,1,2,3,1,2,0,0,0,1,0,0,0,0
1,1,2,Anthony Mosley,2,0,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,0
1,1,2,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,3,Jake Bruns,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,Malik Howze,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,4,Anthony Mosley,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1,1,4,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,Calvin Schmitz,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1,1,5,Capriest Gardner,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,Anthony Mosley,2,0,1,1,3,1,2,3,1,2,0,0,0,0,0,0,0,0
1,1,5,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,Jake Bruns,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,6,Jake Digiorgio,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1,1,6,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,6,Calvin Schmitz,0,1,1,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0
1,1,6,Capriest Gardner,2,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0
1,1,6,Anthony Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,Jake Bruns,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0
1,1,7,Jake Digiorgio,4,0,1,1,3,2,1,3,2,1,0,0,0,0,0,0,0,0
