Game_ID,Session_ID,LineUp_ID,Player_Name,Pts,OffReb,DefReb,TtlReb,FGA,FGM,FGm,Two_FGA,Two_FGM,Two_FGm,Three_FGA,Three_FGM,Three_FGm,Ast,Stl,FTA,FTM,FTm
13,1,1,Jake Digiorgio,2,0,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0
13,1,1,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,Quentin Forberg,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
13,1,1,Parker Joncus,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,1,2,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,2,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,2,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,2,Jake Bruns,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,2,Quentin Forberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,3,Kohl Linder,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
13,1,3,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,3,Capriest Gardner,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
13,1,3,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,3,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,4,Max Hisatake,4,1,0,1,2,2,0,2,2,0,0,0,0,0,1,0,0,0
13,1,4,Quentin Forberg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,4,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,4,Malik Howze,3,0,1,1,3,1,2,2,0,2,1,1,0,1,0,0,0,0
13,1,4,Jake Digiorgio,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
13,1,5,Malik Howze,4,0,0,0,3,1,2,1,1,0,2,0,2,1,0,2,2,0
13,1,5,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,5,Max Hisatake,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
13,1,5,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,5,Jake Digiorgio,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,6,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,6,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,6,Calvin Schmitz,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
13,1,6,Max Hisatake,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
13,1,6,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,7,Brett Ott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,7,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,1,7,Max Hisatake,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,2
13,1,7,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,7,Jake Digiorgio,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
13,1,8,Jake Bruns,3,0,0,0,2,1,1,0,0,0,2,1,1,1,0,0,0,0
13,1,8,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,8,Malik Howze,4,0,0,0,2,1,1,2,1,1,0,0,0,0,0,2,2,0
13,1,8,Parker Joncus,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
13,1,8,Jake Digiorgio,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
13,1,9,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,9,Jake Bruns,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
13,1,9,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,1,9,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,9,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,1,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,1,Max Hisatake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,1,Quentin Forberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,2,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,2,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,2,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,2,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,2,Quentin Forberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,3,Max Hisatake,6,0,0,0,3,3,0,3,3,0,0,0,0,1,0,0,0,0
13,2,3,Parker Joncus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
13,2,3,Malik Howze,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
13,2,3,Jake Digiorgio,2,0,2,2,2,1,1,2,1,1,0,0,0,0,1,0,0,0
13,2,3,Jake Bruns,3,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0
13,2,4,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,4,Parker Joncus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
13,2,4,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,4,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,4,Jake Bruns,0,0,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0
13,2,5,Max Hisatake,3,0,1,1,1,0,1,1,0,1,0,0,0,0,0,4,3,1
13,2,5,Jake Bruns,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
13,2,5,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,5,Malik Howze,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,2,5,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,2,6,Parker Joncus,4,0,0,0,2,1,1,0,0,0,2,1,1,0,0,2,1,1
13,2,6,Jake Bruns,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
13,2,6,Capriest Gardner,2,0,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0
13,2,6,Malik Howze,10,0,1,1,1,1,0,0,0,0,1,1,0,1,1,8,7,1
13,2,6,Jake Digiorgio,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1
13,2,7,Quentin Forberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,7,Parker Joncus,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
13,2,7,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,7,Malik Howze,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,2,7,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,8,Max Hisatake,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
13,2,8,Quentin Forberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,8,Capriest Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,8,Malik Howze,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
13,2,8,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
