player_id,team_cumulative_id,team_id,min,sst,sstexpts,pts,ast,turnover,ast_to_ratio,stl,stlpos,blk,ttlreb,offreb,defreb,field_goals_attempt,field_goals_made,field_goals_missed,field_goal_percentage,adjusted_field_goal_percentage,two_field_goals_attempt,two_field_goals_made,two_field_goals_missed,two_field_goal_percentage,three_field_goals_attempt,three_field_goals_made,three_field_goals_missed,three_field_goal_percentage,free_throw_attempts,free_throw_made,free_throw_missed,free_throw_percentage,and_one,personal_fouls_taken,total_personal_fouls_commited,gp
485,565,30,39,0.5,0.33,6,1,1,1,2,0,0,6,3,3,6,3,3,0.5,0.5,6,3,3,0.5,0,0,0,,0,0,0,,0,1,8,10
486,566,30,230,0.86,0.4,57,12,12,1,5,5,2,53,26,27,43,22,21,0.512,0.512,42,22,20,0.524,1,0,1,0,20,13,7,0.65,0,14,43,24
487,555,30,434,0.78,0.15,204,46,45,1.02,15,22,0,25,8,17,194,75,119,0.387,0.477,96,40,56,0.417,98,35,63,0.357,21,19,2,0.905,0,21,26,22
488,550,30,138,0.72,0.17,34,8,16,0.5,4,3,3,20,5,15,21,11,10,0.524,0.524,19,11,8,0.579,2,0,2,0,18,12,6,0.667,1,20,16,22
489,561,30,180,1.09,0.27,66,22,15,1.47,5,3,2,19,2,17,42,21,21,0.5,0.536,29,18,11,0.621,13,3,10,0.231,24,21,3,0.875,2,15,15,7
490,557,30,293,1.18,0.47,139,12,10,1.2,22,4,2,64,21,43,124,55,69,0.444,0.484,96,45,51,0.469,28,10,18,0.357,26,19,7,0.731,4,19,36,13
491,552,30,25,0.73,-0.08,9,1,6,0.17,2,3,0,3,1,2,3,3,0,1,0,2,2,0,1,1,1,0,1,2,2,0,1,0,2,3,6
492,563,30,9,2.12,1,5,1,0,,1,0,1,2,1,1,3,2,1,0.667,0.667,2,2,0,1,1,0,1,0,1,1,0,1,1,2,0,5
493,564,30,193,1.03,0.37,80,9,18,0.5,4,9,3,56,19,37,67,30,37,0.448,0.5,49,23,26,0.469,18,7,11,0.389,19,13,6,0.684,2,12,18,7
494,567,30,8,1.31,0.25,6,1,0,,0,0,0,0,0,0,3,2,1,0.667,1,0,0,0,,3,2,1,0.667,0,0,0,,0,0,1,3
495,568,30,574,1.1,0.36,268,19,58,0.33,16,20,21,153,55,98,232,110,122,0.474,0.485,217,105,112,0.484,15,5,10,0.333,58,43,15,0.741,10,49,71,25
496,570,30,92,0.72,0.09,26,1,9,0.11,1,4,2,14,4,10,18,8,10,0.444,0.444,18,8,10,0.444,0,0,0,,15,10,5,0.667,1,6,7,7
497,569,30,163,0.84,0.25,57,2,8,0.25,1,3,2,35,12,23,53,22,31,0.415,0.415,53,22,31,0.415,0,0,0,,19,13,6,0.684,0,16,19,16
498,553,30,416,0.86,0.16,158,15,30,0.5,10,19,2,57,17,40,126,50,76,0.397,0.476,74,30,44,0.405,52,20,32,0.385,47,38,9,0.808,3,29,34,19
499,559,30,120,0.28,0.26,10,4,6,0.67,8,2,0,16,3,13,20,4,16,0.2,0.25,9,2,7,0.222,11,2,9,0.182,0,0,0,,0,1,14,22
500,572,30,14,1.64,0.5,6,2,2,1,1,3,0,4,1,3,5,1,4,0.2,0.2,3,1,2,0.333,2,0,2,0,7,4,3,0.571,1,4,3,6
501,554,30,795,1.31,0.3,494,74,64,1.16,36,33,3,123,19,104,419,182,237,0.434,0.489,277,136,141,0.491,142,46,96,0.324,110,84,26,0.764,19,99,63,25
502,556,30,515,0.49,0.34,70,52,31,1.68,23,22,2,70,12,58,79,29,50,0.367,0.411,48,22,26,0.458,31,7,24,0.226,12,5,7,0.417,1,13,58,25
503,571,30,22,0.08,0.18,2,3,6,0.5,0,3,3,4,0,4,7,1,6,0.143,0.143,6,1,5,0.167,1,0,1,0,0,0,0,,0,0,2,2
504,551,30,177,0.53,0.12,66,5,15,0.33,4,6,0,23,11,12,63,23,40,0.365,0.516,8,4,4,0.5,55,19,36,0.346,2,1,1,0.5,0,2,19,24
505,558,30,162,0.8,0.31,57,12,5,2.4,8,6,1,18,1,17,58,20,38,0.345,0.414,29,12,17,0.414,29,8,21,0.276,15,9,6,0.6,0,11,14,21
506,560,30,25,0.44,0.08,7,1,3,0.33,0,1,0,4,2,2,7,2,5,0.286,0.429,2,0,2,0,5,2,3,0.4,2,1,1,0.5,0,1,2,7
507,577,31,456,0.69,0.15,155,24,23,1.04,8,12,1,42,5,37,141,49,92,0.348,0.447,61,21,40,0.344,80,28,52,0.35,33,29,4,0.879,0,26,34,28
508,589,31,404,1.1,0.18,211,5,25,0.2,7,11,3,69,23,46,163,84,79,0.515,0.524,156,81,75,0.519,7,3,4,0.429,49,40,9,0.816,8,40,39,28
509,575,31,24,0.18,0.25,0,1,0,,2,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,,0,0,0,,0,0,9,14
510,581,31,75,0.29,-0.05,22,3,6,0.5,1,4,0,0,0,0,20,7,13,0.35,0.525,5,0,5,0,15,7,8,0.467,2,1,1,0.5,0,2,4,9
511,583,31,677,1.15,0.35,292,35,40,0.88,10,14,7,169,44,125,209,114,95,0.546,0.553,203,111,92,0.547,6,3,3,0.5,80,61,19,0.762,8,64,60,27
512,580,31,404,0.41,0.25,40,29,23,1.26,13,8,0,52,12,40,43,13,30,0.302,0.36,18,8,10,0.444,25,5,20,0.2,13,9,4,0.692,0,14,41,28
513,584,31,14,0.33,-0.14,6,0,1,0,0,1,0,0,0,0,6,2,4,0.333,0.417,3,1,2,0.333,3,1,2,0.333,4,1,3,0.25,0,2,0,8
514,578,31,768,1.05,0.25,330,64,46,1.39,13,23,4,108,14,94,261,99,162,0.379,0.473,126,50,76,0.397,135,49,86,0.363,109,83,26,0.761,12,78,47,28
515,585,31,92,0.73,0.29,31,4,1,4,0,1,0,19,2,17,30,13,17,0.433,0.483,15,10,5,0.667,15,3,12,0.2,2,2,0,1,0,3,8,19
516,573,31,631,0.55,0.24,113,51,35,1.46,14,16,1,72,18,54,100,38,62,0.38,0.44,48,26,22,0.542,52,12,40,0.231,35,25,10,0.714,2,30,82,28
517,579,31,74,0.27,0.24,5,1,1,1,1,0,0,13,3,10,11,2,9,0.182,0.182,10,2,8,0.2,1,0,1,0,2,1,1,0.5,0,2,8,19
518,592,31,39,0.27,0.1,5,0,4,0,1,1,0,10,0,10,5,2,3,0.4,0.4,5,2,3,0.4,0,0,0,,3,1,2,0.333,0,3,10,11
519,586,31,54,1.47,0.28,23,4,1,4,1,0,0,5,2,3,17,5,12,0.294,0.294,17,5,12,0.294,0,0,0,,14,13,1,0.929,0,9,5,13
520,574,31,893,0.65,0.33,176,111,34,3.26,28,17,2,74,9,65,165,59,106,0.358,0.418,93,39,54,0.419,72,20,52,0.278,60,38,22,0.633,2,58,55,28
521,476,26,24,1.69,0.13,23,1,5,0.2,1,0,1,6,1,5,15,10,5,0.667,0.7,12,9,3,0.75,3,1,2,0.333,2,2,0,1,0,0,4,1
521,587,31,646,1.42,0.43,424,39,80,0.49,27,32,27,198,55,143,369,180,189,0.488,0.499,333,172,161,0.516,36,8,28,0.222,85,56,29,0.659,16,71,70,26
522,576,31,228,0.79,0.35,77,24,20,1.2,4,9,9,35,10,25,74,33,41,0.446,0.466,66,30,36,0.454,8,3,5,0.375,15,8,7,0.533,1,18,34,13
523,588,31,4,1.83,1.25,2,1,0,,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,,1,0,1,0,0,1,0,7
524,607,32,24,-0.02,0,2,2,3,0.67,0,1,0,2,0,2,4,1,3,0.25,0.25,4,1,3,0.25,0,0,0,,1,0,1,0,0,1,8,10
525,606,32,261,0.74,0.33,92,7,9,0.78,10,3,2,51,16,35,79,38,41,0.481,0.576,38,23,15,0.605,41,15,26,0.366,6,1,5,0.167,1,9,26,20
526,610,32,357,0.46,0.19,95,14,10,1.4,9,7,2,32,6,26,95,33,62,0.347,0.495,11,5,6,0.454,84,28,56,0.333,4,1,3,0.25,0,5,13,25
527,613,32,442,0.65,0.2,130,41,46,0.89,9,25,0,64,16,48,127,42,85,0.331,0.413,66,21,45,0.318,61,21,40,0.344,34,25,9,0.735,0,35,26,16
528,597,32,614,0.97,0.33,249,64,36,1.78,38,24,4,51,13,38,206,91,115,0.442,0.519,103,59,44,0.573,103,32,71,0.311,45,35,10,0.778,4,34,26,26
529,605,32,8,-0.38,0.13,0,0,1,0,0,0,0,2,1,1,5,0,5,0,0,0,0,0,,5,0,5,0,0,0,0,,0,0,1,3
530,604,32,12,0.03,-0.17,2,0,2,0,0,2,0,1,1,0,2,1,1,0.5,0.5,1,1,0,1,1,0,1,0,0,0,0,,0,0,1,6
531,596,32,68,0.32,0.29,2,9,8,1.12,2,8,0,11,3,8,3,1,2,0.333,0.333,1,1,0,1,2,0,2,0,0,0,0,,0,0,4,12
532,603,32,544,1.32,0.53,246,36,30,1.2,17,13,12,162,56,106,192,94,98,0.49,0.518,165,83,82,0.503,27,11,16,0.407,58,47,11,0.81,6,43,48,26
533,599,32,180,0.45,0.34,8,11,10,1.1,9,3,0,32,10,22,6,2,4,0.333,0.333,6,2,4,0.333,0,0,0,,7,4,3,0.571,1,13,22,24
534,595,32,213,0.46,0.26,35,22,11,2,5,10,0,20,3,17,39,11,28,0.282,0.385,8,3,5,0.375,31,8,23,0.258,9,5,4,0.556,0,8,26,22
535,608,32,52,0.33,-0.02,14,1,8,0.12,3,4,1,4,1,3,12,6,6,0.5,0.542,8,5,3,0.625,4,1,3,0.25,3,1,2,0.333,1,4,5,9
536,615,32,531,1.05,0.35,231,25,28,0.89,14,16,5,116,36,80,197,91,106,0.462,0.49,169,80,89,0.473,28,11,17,0.393,52,38,14,0.731,7,34,67,27
537,611,32,764,1.24,0.29,454,44,59,0.75,17,36,3,158,56,102,383,183,200,0.478,0.501,346,165,181,0.477,37,18,19,0.486,91,70,21,0.769,9,72,75,27
538,594,32,820,1.14,0.5,300,105,70,1.5,33,49,42,163,28,135,237,112,125,0.473,0.481,223,108,115,0.484,14,4,10,0.286,135,72,63,0.533,23,109,59,27
539,598,32,298,1.01,0.27,136,22,25,0.88,13,6,0,50,10,40,120,50,70,0.417,0.458,87,40,47,0.46,33,10,23,0.303,39,26,13,0.667,7,32,29,13
