League_Averages,,,,,,,,,,,,,,
MP,PTS,3P,AST,TO,FG,FT,FGA,STL,PF,FTA,TRB,ORB,DRB,BLK
14.88990073,5.450290909,0.575527273,1.0128,1.089345455,1.939672727,0.996072727,4.507745455,0.469636364,1.418727273,1.449381818,2.5008,0.669163636,1.831781818,0.207381818
