team_name,number_of_games,team_poss,opp_poss,off_adjustment_factor,def_adjustment_factor,Type,Format,element_name,percentage_of_time,type_ppp,average_ppp,field_goal_percentage,Adjusted_Overall_Average_PPP,Adjusted_Type_PPP
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Offensive,Hand Off,0.049,0.713,0.879,0.299,1.001033425,0.811987294
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Offensive,P&R Ball Handler,0.099,0.69,0.879,0.373,1.001033425,0.785794156
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Offensive,Isolation,0.103,0.801,0.879,0.397,1.001033425,0.91220452
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,Cut,0.09,1.144,0.964,0.637,0.934755103,1.109294438
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,Spot Up,0.222,1.065,0.964,0.418,0.934755103,1.032691063
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,P&R Roll Man,0.045,1.245,0.964,0.568,0.934755103,1.207230398
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,Offensive Rebounds (put backs),0.056,1.085,0.964,0.571,0.934755103,1.052084322
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,Transition,0.078,1.092,0.964,0.562,0.934755103,1.058871963
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,Off Screen,0.094,1.01,0.964,0.398,0.934755103,0.9793596
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Offensive,P&R Ball Handler,0.14,0.917,0.964,0.489,0.934755103,0.889180943
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Offensive,Post-Up,0.114,0.861,0.964,0.465,0.934755103,0.834879817
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Offensive,Isolation,0.044,0.923,0.964,0.478,0.934755103,0.894998921
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Offensive,Hand Off,0.012,0.76,0.964,0.389,0.934755103,0.736943857
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Offensive,Miscellaneous,0.104,0.486,0.964,0.4,0.934755103,0.471256203
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Offensive,Offensive Rebounds (put backs),0.046,0.881,0.876,0.483,0.780047576,0.784499902
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Offensive,P&R Roll Man,0.004,1.429,0.876,0.6,0.780047576,1.272474869
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Offensive,Spot Up,0.261,0.896,0.876,0.386,0.780047576,0.797856881
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Offensive,Cut,0.122,1.09,0.876,0.589,0.780047576,0.970607143
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Offensive,Transition,0.15,1.007,0.876,0.537,0.780047576,0.896698526
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,Hand Off,0.014,0.808,0.876,0.316,0.780047576,0.719495937
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,Isolation,0.079,0.738,0.876,0.372,0.780047576,0.657163369
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,Off Screen,0.099,0.834,0.876,0.393,0.780047576,0.742648034
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,Post-Up,0.113,0.861,0.876,0.51,0.780047576,0.766690597
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,Miscellaneous,0.083,0.48,0.876,0.313,0.780047576,0.427423329
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,P&R Ball Handler,0.029,0.778,0.876,0.357,0.780047576,0.692781979
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Offensive,Offensive Rebounds (put backs),0.099,0.942,0.822,0.5,0.81921987,0.938814012
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Offensive,Cut,0.078,1.131,0.822,0.624,0.81921987,1.127174785
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Offensive,P&R Ball Handler,0.163,0.855,0.822,0.418,0.81921987,0.852108259
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Offensive,Transition,0.142,0.946,0.822,0.487,0.81921987,0.942800483
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Spot Up,0.172,0.817,0.822,0.313,0.81921987,0.814236781
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Post-Up,0.105,0.756,0.822,0.46,0.81921987,0.753443092
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Miscellaneous,0.087,0.456,0.822,0.316,0.81921987,0.454457738
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Isolation,0.058,0.733,0.822,0.383,0.81921987,0.730520882
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Off Screen,0.053,0.793,0.822,0.277,0.81921987,0.790317953
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,P&R Roll Man,0.035,0.564,0.822,0.268,0.81921987,0.562092466
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Hand Off,0.008,0.417,0.822,0.167,0.81921987,0.415589642
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Defensive,Transition,0.142,0.929,0.971,0.459,1.010210435,0.966514412
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Defensive,P&R Ball Handler,0.101,0.871,0.971,0.472,1.010210435,0.906172285
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Defensive,Isolation,0.048,0.905,0.971,0.533,1.010210435,0.941545256
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Defensive,P&R Roll Man,0.045,0.82,0.971,0.423,1.010210435,0.853112828
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Strength,Defensive,Miscellaneous,0.067,0.664,0.971,0.375,1.010210435,0.690813315
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Off Screen,0.078,1.071,0.971,0.492,1.010210435,1.114248584
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Spot Up,0.284,0.986,0.971,0.402,1.010210435,1.025816157
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Hand Off,0.037,1.11,0.971,0.46,1.010210435,1.154823463
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Offensive Rebounds (put backs),0.045,1.247,0.971,0.619,1.010210435,1.297355728
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Cut,0.071,1.121,0.971,0.574,1.010210435,1.166267659
Albion,23,90.30434783,86.52173913,1.096140749,1.040381498,Weakness,Defensive,Post-Up,0.082,1.055,0.971,0.548,1.010210435,1.09760248
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Defensive,Post-Up,0.094,0.742,0.891,0.396,0.861821145,0.717700662
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Defensive,Miscellaneous,0.088,0.591,0.891,0.391,0.861821145,0.571645676
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Defensive,Hand Off,0.029,0.741,0.891,0.326,0.861821145,0.71673341
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Defensive,Isolation,0.044,0.693,0.891,0.358,0.861821145,0.670305335
Carthage,25,80.44,80.44,0.976404392,0.967251566,Strength,Defensive,P&R Ball Handler,0.125,0.809,0.891,0.406,0.861821145,0.782506517
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,Transition,0.178,1.034,0.891,0.498,0.861821145,1.000138119
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,Cut,0.087,1.115,0.891,0.584,0.861821145,1.078485496
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,Offensive Rebounds (put backs),0.054,1.009,0.891,0.5,0.861821145,0.97595683
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,P&R Roll Man,0.03,0.902,0.891,0.423,0.861821145,0.872460913
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,Off Screen,0.063,1.063,0.891,0.41,0.861821145,1.028188415
Carthage,25,80.44,80.44,0.976404392,0.967251566,Weakness,Defensive,Spot Up,0.209,0.898,0.891,0.366,0.861821145,0.868591906
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,Post-Up,0.087,0.761,0.881,0.452,0.856386067,0.739738703
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,Miscellaneous,0.064,0.589,0.881,0.455,0.856386067,0.572544147
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,Isolation,0.04,0.837,0.881,0.435,0.856386067,0.813615367
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,Hand Off,0.049,0.869,0.881,0.386,0.856386067,0.844721331
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,Off Screen,0.083,0.76,0.881,0.338,0.856386067,0.738766641
Chicago,25,82.4,80.84,1.000195449,0.97206137,Strength,Defensive,P&R Ball Handler,0.139,0.737,0.881,0.343,0.856386067,0.71640923
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Defensive,Spot Up,0.236,0.905,0.881,0.363,0.856386067,0.87971554
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Defensive,Offensive Rebounds (put backs),0.063,1.142,0.881,0.622,0.856386067,1.110094085
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Defensive,Cut,0.061,1.097,0.881,0.578,0.856386067,1.066351323
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Defensive,P&R Roll Man,0.038,1.13,0.881,0.514,0.856386067,1.098429348
Chicago,25,82.4,80.84,1.000195449,0.97206137,Weakness,Defensive,Transition,0.141,0.996,0.881,0.465,0.856386067,0.968173125
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,Isolation,0.038,0.767,0.89,0.289,0.871433401,0.750999347
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,Miscellaneous,0.046,0.596,0.89,0.556,0.871433401,0.583566637
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,Transition,0.194,0.842,0.89,0.473,0.871433401,0.824434746
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,P&R Ball Handler,0.146,0.778,0.89,0.39,0.871433401,0.761769872
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,Off Screen,0.055,0.873,0.89,0.345,0.871433401,0.854788044
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Strength,Defensive,P&R Roll Man,0.047,0.704,0.89,0.357,0.871433401,0.689313612
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Defensive,Spot Up,0.223,0.925,0.89,0.367,0.871433401,0.905703254
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Defensive,Hand Off,0.039,0.978,0.89,0.421,0.871433401,0.957597603
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Defensive,Offensive Rebounds (put backs),0.047,1.278,0.89,0.659,0.871433401,1.251339199
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Defensive,Cut,0.065,1.189,0.89,0.603,0.871433401,1.164195858
CornellCollege,14,80.71428571,81.42857143,0.979733753,0.979138653,Weakness,Defensive,Post-Up,0.099,0.938,0.89,0.524,0.871433401,0.918432057
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,Miscellaneous,0.075,0.487,0.906,0.542,0.904654855,0.486276947
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,Isolation,0.044,0.826,0.906,0.448,0.904654855,0.824773631
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,Hand Off,0.032,0.788,0.906,0.373,0.904654855,0.78683005
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,Spot Up,0.203,0.882,0.906,0.368,0.904654855,0.880690488
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,P&R Ball Handler,0.112,0.797,0.906,0.425,0.904654855,0.795816688
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Strength,Defensive,Post-Up,0.099,0.732,0.906,0.421,0.904654855,0.730913194
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Defensive,Offensive Rebounds (put backs),0.065,1.187,0.906,0.62,0.904654855,1.185237652
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Defensive,Cut,0.111,1.229,0.906,0.656,0.904654855,1.227175294
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Defensive,Transition,0.175,0.956,0.906,0.496,0.904654855,0.954580619
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Defensive,P&R Roll Man,0.029,1.082,0.906,0.468,0.904654855,1.080393546
DominicanIL,25,80.68,83.04,0.979317583,0.998515292,Weakness,Defensive,Off Screen,0.055,1,0.906,0.451,0.904654855,0.998515292
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Defensive,Miscellaneous,0.094,0.667,1.023,0.5,1.150512168,0.750138432
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Defensive,Off Screen,0.028,0.659,1.023,0.27,1.150512168,0.74114127
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Defensive,P&R Ball Handler,0.038,0.885,1.023,0.422,1.150512168,0.995311114
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Defensive,Isolation,0.043,0.855,1.023,0.415,1.150512168,0.961571754
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Strength,Defensive,Post-Up,0.062,0.848,1.023,0.478,1.150512168,0.953699236
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,Cut,0.108,1.093,1.023,0.56,1.150512168,1.229237341
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,Offensive Rebounds (put backs),0.087,1.173,1.023,0.62,1.150512168,1.319208967
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,Hand Off,0.017,1.037,1.023,0.45,1.150512168,1.166257203
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,Spot Up,0.233,1.143,1.023,0.437,1.150512168,1.285469608
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,P&R Roll Man,0.007,1.182,1.023,0.5,1.150512168,1.329330775
EastWest,17,92.70588235,93.52941176,1.125291282,1.124645326,Weakness,Defensive,Transition,0.281,1.085,1.023,0.541,1.150512168,1.220240179
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Defensive,Miscellaneous,0.081,0.544,0.963,0.667,1.188839233,0.671576887
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Defensive,P&R Ball Handler,0.089,0.781,0.963,0.374,1.188839233,0.964157259
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Defensive,Post-Up,0.063,0.773,0.963,0.423,1.188839233,0.954281129
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Defensive,Isolation,0.036,0.839,0.963,0.436,1.188839233,1.035759207
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Strength,Defensive,Hand Off,0.021,0.909,0.963,0.357,1.188839233,1.12217535
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,Off Screen,0.044,1.224,0.963,0.5,1.188839233,1.511047996
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,P&R Roll Man,0.027,1.357,0.963,0.629,1.188839233,1.675238669
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,Offensive Rebounds (put backs),0.079,1.091,0.963,0.576,1.188839233,1.346857324
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,Cut,0.085,1.069,0.963,0.579,1.188839233,1.319697964
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,Spot Up,0.233,0.983,0.963,0.374,1.188839233,1.213529559
Fontbonne,15,99.93333333,102.6666667,1.213020209,1.234516337,Weakness,Defensive,Transition,0.242,1.054,0.963,0.504,1.188839233,1.301180219
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Defensive,P&R Ball Handler,0.089,0.823,0.95,0.44,0.932677564,0.8079933
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Defensive,Miscellaneous,0.081,0.429,0.95,0.353,0.932677564,0.421177553
Knox,17,79,81.64705882,0.958925249,0.981765857,Strength,Defensive,Off Screen,0.072,0.59,0.95,0.229,0.932677564,0.579241856
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Cut,0.082,1.158,0.95,0.613,0.932677564,1.136884862
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Spot Up,0.263,0.962,0.95,0.383,0.932677564,0.944458754
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Post-Up,0.077,0.963,0.95,0.594,0.932677564,0.94544052
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Isolation,0.036,1.1,0.95,0.568,0.932677564,1.079942443
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,P&R Roll Man,0.036,1.04,0.95,0.475,0.932677564,1.021036491
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Hand Off,0.029,1.05,0.95,0.583,0.932677564,1.03085415
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Offensive Rebounds (put backs),0.066,1.044,0.95,0.528,0.932677564,1.024963555
Knox,17,79,81.64705882,0.958925249,0.981765857,Weakness,Defensive,Transition,0.169,1.191,0.95,0.637,0.932677564,1.169283136
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Defensive,Miscellaneous,0.072,0.242,0.989,0.5,1.086950751,0.265967727
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Defensive,Spot Up,0.221,0.95,0.989,0.375,1.086950751,1.044088183
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Defensive,P&R Ball Handler,0.063,0.552,0.989,0.316,1.086950751,0.606670187
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Defensive,Isolation,0.037,0.647,0.989,0.333,1.086950751,0.711079005
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Strength,Defensive,Hand Off,0.018,0.75,0.989,0.429,1.086950751,0.824280145
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,Post-Up,0.057,1.154,0.989,0.619,1.086950751,1.268292383
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,P&R Roll Man,0.015,1.286,0.989,0.571,1.086950751,1.413365688
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,Transition,0.267,1.156,0.989,0.594,1.086950751,1.270490463
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,Offensive Rebounds (put backs),0.096,1.182,0.989,0.595,1.086950751,1.299065508
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,Cut,0.083,1.184,0.989,0.556,1.086950751,1.301263589
MoodyBible,5,82.8,91.4,1.005050767,1.099040193,Weakness,Defensive,Off Screen,0.07,1.188,0.989,0.448,1.086950751,1.305659749
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Off Screen,0.071,0.878,0.884,0.385,0.849964498,0.844195508
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Spot Up,0.228,0.882,0.884,0.359,0.849964498,0.848041501
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,P&R Ball Handler,0.117,0.848,0.884,0.419,0.849964498,0.815350559
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Post-Up,0.085,0.847,0.884,0.449,0.849964498,0.814389061
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Isolation,0.075,0.846,0.884,0.457,0.849964498,0.813427563
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Miscellaneous,0.063,0.504,0.884,0.308,0.849964498,0.484595144
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Strength,Defensive,Hand Off,0.033,0.809,0.884,0.393,0.849964498,0.777852126
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Defensive,P&R Roll Man,0.046,0.969,0.884,0.494,0.849964498,0.931691854
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Defensive,Transition,0.162,0.958,0.884,0.492,0.849964498,0.921115372
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Defensive,Cut,0.068,1.077,0.884,0.577,0.849964498,1.03553367
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Defensive,Offensive Rebounds (put backs),0.051,1.038,0.884,0.527,0.849964498,0.998035236
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,Isolation,0.077,0.718,0.841,0.347,0.75011792,0.64040983
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,Miscellaneous,0.086,0.435,0.841,0.346,0.75011792,0.387992028
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,P&R Roll Man,0.025,0.758,0.841,0.419,0.75011792,0.676087258
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,Off Screen,0.037,0.742,0.841,0.299,0.75011792,0.661816286
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,P&R Ball Handler,0.094,0.771,0.841,0.375,0.75011792,0.687682422
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Spot Up,0.262,0.895,0.841,0.36,0.75011792,0.798282448
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Hand Off,0.023,0.898,0.841,0.452,0.75011792,0.800958255
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Offensive Rebounds (put backs),0.061,0.948,0.841,0.462,0.75011792,0.84555504
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Cut,0.084,1.085,0.841,0.56,0.75011792,0.96775023
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Post-Up,0.112,0.844,0.841,0.469,0.75011792,0.752793727
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Transition,0.14,0.941,0.841,0.46,0.75011792,0.83931149
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,P&R Ball Handler,0.132,0.835,0.899,0.364,0.856903102,0.795899989
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Post-Up,0.102,0.886,0.899,0.478,0.856903102,0.844511845
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Off Screen,0.076,0.821,0.899,0.338,0.856903102,0.782555558
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Hand Off,0.041,0.588,0.899,0.244,0.856903102,0.5604661
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Miscellaneous,0.054,0.536,0.899,0.474,0.856903102,0.510901071
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Isolation,0.051,0.99,0.899,0.447,0.856903102,0.943641904
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Spot Up,0.212,0.929,0.899,0.358,0.856903102,0.885498312
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Transition,0.165,0.988,0.899,0.461,0.856903102,0.941735556
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Cut,0.061,0.992,0.899,0.528,0.856903102,0.945548251
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,P&R Roll Man,0.054,0.919,0.899,0.412,0.856903102,0.875966575
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Offensive Rebounds (put backs),0.052,1.206,0.899,0.605,0.856903102,1.14952741
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Spot Up,0.215,0.893,0.911,0.354,0.897412288,0.879680761
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Miscellaneous,0.069,0.411,0.911,0.28,0.897412288,0.404869869
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,P&R Roll Man,0.035,0.907,0.911,0.429,0.897412288,0.893471949
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Isolation,0.046,0.784,0.911,0.355,0.897412288,0.772306514
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Post-Up,0.088,0.904,0.911,0.511,0.897412288,0.890516694
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Off Screen,0.089,0.836,0.911,0.337,0.897412288,0.823530925
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,P&R Ball Handler,0.133,0.849,0.911,0.433,0.897412288,0.836337028
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Hand Off,0.028,1.05,0.911,0.438,0.897412288,1.034339081
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Transition,0.137,1.086,0.911,0.531,0.897412288,1.069802135
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Cut,0.094,1.125,0.911,0.573,0.897412288,1.108220444
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Offensive Rebounds (put backs),0.067,1.092,0.911,0.561,0.897412288,1.075712644
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Defensive,Off Screen,0.076,0.745,0.877,0.315,0.871057893,0.739952258
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Defensive,Miscellaneous,0.077,0.627,0.877,0.45,0.871057893,0.622751766
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Defensive,P&R Roll Man,0.025,0.827,0.877,0.421,0.871057893,0.821396667
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Defensive,Hand Off,0.028,0.719,0.877,0.304,0.871057893,0.714128421
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Defensive,P&R Ball Handler,0.069,0.592,0.877,0.299,0.871057893,0.587988908
