,team_name,number_of_games,team_poss,opp_poss,off_adjustment_factor,def_adjustment_factor,Unnamed: 6,Unnamed: 7,Type,Format,element_name,percentage_of_time,ppp,overall_average_ppp,field_goal_percentage
125,Wabash,26.0,80.11538462,79.26923077,0.972464115,0.95317364,,,Strength,Offensive,Hand Off,0.04,0.9520000000000001,0.885,0.41200000000000003
126,Wabash,26.0,80.11538462,79.26923077,0.972464115,0.95317364,,,Strength,Offensive,Cut,0.05,1.124,0.885,0.6
127,Wabash,26.0,80.11538462,79.26923077,0.972464115,0.95317364,,,Strength,Offensive,Offensive Rebounds (put backs),0.06,1.0,0.885,0.529
128,Wabash,26.0,80.11538462,79.26923077,0.972464115,0.95317364,,,Weakness,Offensive,Off Screen,0.048,0.87,0.885,0.33
129,Wabash,26.0,80.11538462,79.26923077,0.972464115,0.95317364,,,Weakness,Offensive,Miscellaneous,0.075,0.58,0.885,0.308
130,Wabash,26.0,80.11538462,79.26923077,0.972464115,0.95317364,,,Weakness,Offensive,P&R Ball Handler,0.184,0.76,0.885,0.304
131,Wabash,26.0,80.11538462,79.26923077,0.972464115,0.95317364,,,Weakness,Offensive,Isolation,0.052000000000000005,0.759,0.885,0.33299999999999996
132,WheatonIL,26.0,81.07692308,81.92307692,0.984135552,0.9850848390000001,,,Strength,Offensive,Cut,0.098,1.32,0.9890000000000001,0.6809999999999999
133,WheatonIL,26.0,81.07692308,81.92307692,0.984135552,0.9850848390000001,,,Strength,Offensive,Offensive Rebounds (put backs),0.062,1.185,0.9890000000000001,0.628
134,WheatonIL,26.0,81.07692308,81.92307692,0.984135552,0.9850848390000001,,,Strength,Offensive,Hand Off,0.047,1.01,0.9890000000000001,0.40700000000000003
135,WheatonIL,26.0,81.07692308,81.92307692,0.984135552,0.9850848390000001,,,Strength,Offensive,Transition,0.14800000000000002,1.167,0.9890000000000001,0.573
136,WheatonIL,26.0,81.07692308,81.92307692,0.984135552,0.9850848390000001,,,Strength,Offensive,Off Screen,0.133,1.054,0.9890000000000001,0.42
137,WheatonIL,26.0,81.07692308,81.92307692,0.984135552,0.9850848390000001,,,Weakness,Offensive,P&R Roll Man,0.01,0.727,0.9890000000000001,0.35
138,WheatonIL,26.0,81.07692308,81.92307692,0.984135552,0.9850848390000001,,,Weakness,Offensive,Miscellaneous,0.099,0.6509999999999999,0.9890000000000001,0.45799999999999996
139,WheatonIL,26.0,81.07692308,81.92307692,0.984135552,0.9850848390000001,,,Weakness,Offensive,P&R Ball Handler,0.042,0.674,0.9890000000000001,0.273
140,WheatonIL,26.0,81.07692308,81.92307692,0.984135552,0.9850848390000001,,,Weakness,Offensive,Post-Up,0.043,0.889,0.9890000000000001,0.507
141,WheatonIL,26.0,81.07692308,81.92307692,0.984135552,0.9850848390000001,,,Weakness,Offensive,Isolation,0.087,0.875,0.9890000000000001,0.418
142,WheatonIL,26.0,81.07692308,81.92307692,0.984135552,0.9850848390000001,,,Weakness,Offensive,Spot Up,0.231,0.9179999999999999,0.9890000000000001,0.385
143,Kalamazoo,25.0,80.08,82.6,0.9720346059999999,0.993224507,,,Strength,Offensive,Hand Off,0.012,0.958,0.805,0.5
144,Kalamazoo,25.0,80.08,82.6,0.9720346059999999,0.993224507,,,Strength,Offensive,Spot Up,0.29,0.821,0.805,0.348
145,Kalamazoo,25.0,80.08,82.6,0.9720346059999999,0.993224507,,,Strength,Offensive,Transition,0.157,0.975,0.805,0.521
146,Kalamazoo,25.0,80.08,82.6,0.9720346059999999,0.993224507,,,Strength,Offensive,Post-Up,0.105,0.9570000000000001,0.805,0.606
147,Kalamazoo,25.0,80.08,82.6,0.9720346059999999,0.993224507,,,Strength,Offensive,Cut,0.077,0.961,0.805,0.5489999999999999
148,Kalamazoo,25.0,80.08,82.6,0.9720346059999999,0.993224507,,,Strength,Offensive,Offensive Rebounds (put backs),0.053,0.943,0.805,0.474
149,Kalamazoo,25.0,80.08,82.6,0.9720346059999999,0.993224507,,,Strength,Offensive,P&R Roll Man,0.019,1.077,0.805,0.5379999999999999
150,Kalamazoo,25.0,80.08,82.6,0.9720346059999999,0.993224507,,,Weakness,Offensive,P&R Ball Handler,0.11199999999999999,0.778,0.805,0.389
151,Kalamazoo,25.0,80.08,82.6,0.9720346059999999,0.993224507,,,Weakness,Offensive,Off Screen,0.040999999999999995,0.711,0.805,0.294
152,Kalamazoo,25.0,80.08,82.6,0.9720346059999999,0.993224507,,,Weakness,Offensive,Isolation,0.032,0.578,0.805,0.43200000000000005
153,Kalamazoo,25.0,80.08,82.6,0.9720346059999999,0.993224507,,,Weakness,Offensive,Miscellaneous,0.10099999999999999,0.218,0.805,0.294
154,NorthPark,25.0,78.6,80.88,0.9540699309999999,0.972542351,,,Strength,Offensive,Off Screen,0.08800000000000001,0.9359999999999999,0.831,0.379
155,NorthPark,25.0,78.6,80.88,0.9540699309999999,0.972542351,,,Strength,Offensive,Cut,0.08,1.0759999999999998,0.831,0.555
156,NorthPark,25.0,78.6,80.88,0.9540699309999999,0.972542351,,,Strength,Offensive,Transition,0.147,1.014,0.831,0.47100000000000003
157,NorthPark,25.0,78.6,80.88,0.9540699309999999,0.972542351,,,Strength,Offensive,Spot Up,0.28,0.898,0.831,0.34600000000000003
158,NorthPark,25.0,78.6,80.88,0.9540699309999999,0.972542351,,,Weakness,Offensive,P&R Ball Handler,0.09699999999999999,0.6859999999999999,0.831,0.35
159,NorthPark,25.0,78.6,80.88,0.9540699309999999,0.972542351,,,Weakness,Offensive,Isolation,0.11199999999999999,0.8009999999999999,0.831,0.33899999999999997
160,NorthPark,25.0,78.6,80.88,0.9540699309999999,0.972542351,,,Weakness,Offensive,Offensive Rebounds (put backs),0.033,0.6459999999999999,0.831,0.354
161,NorthPark,25.0,78.6,80.88,0.9540699309999999,0.972542351,,,Weakness,Offensive,P&R Roll Man,0.03,0.7240000000000001,0.831,0.308
162,NorthPark,25.0,78.6,80.88,0.9540699309999999,0.972542351,,,Weakness,Offensive,Post-Up,0.027999999999999997,0.745,0.831,0.455
163,NorthPark,25.0,78.6,80.88,0.9540699309999999,0.972542351,,,Weakness,Offensive,Hand Off,0.024,0.667,0.831,0.28600000000000003
164,NorthPark,25.0,78.6,80.88,0.9540699309999999,0.972542351,,,Weakness,Offensive,Miscellaneous,0.08,0.312,0.831,0.31
165,UWPlatteville,29.0,76.31034483,77.24137931,0.9262774229999999,0.92878972,,,Strength,Offensive,Offensive Rebounds (put backs),0.065,1.16,1.0,0.596
166,UWPlatteville,29.0,76.31034483,77.24137931,0.9262774229999999,0.92878972,,,Strength,Offensive,Cut,0.081,1.244,1.0,0.645
167,UWPlatteville,29.0,76.31034483,77.24137931,0.9262774229999999,0.92878972,,,Strength,Offensive,Transition,0.14300000000000002,1.187,1.0,0.583
168,UWPlatteville,29.0,76.31034483,77.24137931,0.9262774229999999,0.92878972,,,Strength,Offensive,Spot Up,0.249,1.1,1.0,0.425
169,UWPlatteville,29.0,76.31034483,77.24137931,0.9262774229999999,0.92878972,,,Strength,Offensive,Hand Off,0.022000000000000002,1.25,1.0,0.5
170,UWPlatteville,29.0,76.31034483,77.24137931,0.9262774229999999,0.92878972,,,Weakness,Offensive,Isolation,0.075,0.88,1.0,0.40299999999999997
171,UWPlatteville,29.0,76.31034483,77.24137931,0.9262774229999999,0.92878972,,,Weakness,Offensive,Post-Up,0.1,0.86,1.0,0.486
172,UWPlatteville,29.0,76.31034483,77.24137931,0.9262774229999999,0.92878972,,,Weakness,Offensive,P&R Ball Handler,0.091,0.905,1.0,0.507
173,UWPlatteville,29.0,76.31034483,77.24137931,0.9262774229999999,0.92878972,,,Weakness,Offensive,Miscellaneous,0.098,0.5710000000000001,1.0,0.5
