team_name,number_of_games,team_poss,opp_poss,off_adjustment_factor,def_adjustment_factor,Type,Format,element_name,percentage_of_time,type_ppp,overall_average_ppp,field_goal_percentage
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Defensive,Transition,0.162,0.958,0.884,0.492
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Defensive,Cut,0.068,1.077,0.884,0.577
MSOE,26,80.34615385,79.96153846,0.97526526,0.961498301,Weakness,Defensive,Offensive Rebounds (put backs),0.051,1.038,0.884,0.527
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,Transition,0.147,1.14,0.945,0.551
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,Off Screen,0.082,1.039,0.945,0.419
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,Offensive Rebounds (put backs),0.043,1.093,0.945,0.584
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,Spot Up,0.223,1.047,0.945,0.406
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,P&R Roll Man,0.035,1.195,0.945,0.548
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Offensive,Cut,0.085,1.147,0.945,0.631
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Offensive,Isolation,0.053,0.742,0.945,0.364
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Offensive,Miscellaneous,0.104,0.585,0.945,0.222
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Offensive,P&R Ball Handler,0.097,0.763,0.945,0.365
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Offensive,Hand Off,0.033,0.671,0.945,0.297
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Offensive,Post-Up,0.097,0.772,0.945,0.457
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,Isolation,0.077,0.718,0.841,0.347
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,Miscellaneous,0.086,0.435,0.841,0.346
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,P&R Roll Man,0.025,0.758,0.841,0.419
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,Off Screen,0.037,0.742,0.841,0.299
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Strength,Defensive,P&R Ball Handler,0.094,0.771,0.841,0.375
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Spot Up,0.262,0.895,0.841,0.36
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Hand Off,0.023,0.898,0.841,0.452
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Offensive Rebounds (put backs),0.061,0.948,0.841,0.462
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Cut,0.084,1.085,0.841,0.56
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Post-Up,0.112,0.844,0.841,0.469
Roosevelt,34,73,74.17647059,0.886095483,0.891935696,Weakness,Defensive,Transition,0.14,0.941,0.841,0.46
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Transition,0.106,0.909,0.885,0.423
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Post-Up,0.108,0.964,0.885,0.503
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Spot Up,0.238,0.956,0.885,0.364
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,P&R Roll Man,0.038,0.975,0.885,0.532
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Hand Off,0.04,0.952,0.885,0.412
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Cut,0.05,1.124,0.885,0.6
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Offensive,Offensive Rebounds (put backs),0.06,1,0.885,0.529
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Offensive,Off Screen,0.048,0.87,0.885,0.33
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Offensive,Miscellaneous,0.075,0.58,0.885,0.308
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Offensive,P&R Ball Handler,0.184,0.76,0.885,0.304
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Offensive,Isolation,0.052,0.759,0.885,0.333
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,P&R Ball Handler,0.132,0.835,0.899,0.364
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Post-Up,0.102,0.886,0.899,0.478
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Off Screen,0.076,0.821,0.899,0.338
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Hand Off,0.041,0.588,0.899,0.244
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Strength,Defensive,Miscellaneous,0.054,0.536,0.899,0.474
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Isolation,0.051,0.99,0.899,0.447
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Spot Up,0.212,0.929,0.899,0.358
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Transition,0.165,0.988,0.899,0.461
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Cut,0.061,0.992,0.899,0.528
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,P&R Roll Man,0.054,0.919,0.899,0.412
Wabash,26,80.11538462,79.26923077,0.972464115,0.95317364,Weakness,Defensive,Offensive Rebounds (put backs),0.052,1.206,0.899,0.605
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Offensive,Cut,0.098,1.32,0.989,0.681
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Offensive,Offensive Rebounds (put backs),0.062,1.185,0.989,0.628
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Offensive,Hand Off,0.047,1.01,0.989,0.407
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Offensive,Transition,0.148,1.167,0.989,0.573
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Offensive,Off Screen,0.133,1.054,0.989,0.42
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,P&R Roll Man,0.01,0.727,0.989,0.35
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,Miscellaneous,0.099,0.651,0.989,0.458
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,P&R Ball Handler,0.042,0.674,0.989,0.273
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,Post-Up,0.043,0.889,0.989,0.507
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,Isolation,0.087,0.875,0.989,0.418
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Offensive,Spot Up,0.231,0.918,0.989,0.385
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Spot Up,0.215,0.893,0.911,0.354
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Miscellaneous,0.069,0.411,0.911,0.28
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,P&R Roll Man,0.035,0.907,0.911,0.429
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Isolation,0.046,0.784,0.911,0.355
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Post-Up,0.088,0.904,0.911,0.511
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,Off Screen,0.089,0.836,0.911,0.337
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Strength,Defensive,P&R Ball Handler,0.133,0.849,0.911,0.433
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Hand Off,0.028,1.05,0.911,0.438
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Transition,0.137,1.086,0.911,0.531
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Cut,0.094,1.125,0.911,0.573
WheatonIL,26,81.07692308,81.92307692,0.984135552,0.985084839,Weakness,Defensive,Offensive Rebounds (put backs),0.067,1.092,0.911,0.561
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Hand Off,0.012,0.958,0.805,0.5
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Spot Up,0.29,0.821,0.805,0.348
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Transition,0.157,0.975,0.805,0.521
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Post-Up,0.105,0.957,0.805,0.606
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Cut,0.077,0.961,0.805,0.549
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,Offensive Rebounds (put backs),0.053,0.943,0.805,0.474
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Offensive,P&R Roll Man,0.019,1.077,0.805,0.538
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Weakness,Offensive,P&R Ball Handler,0.112,0.778,0.805,0.389
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Weakness,Offensive,Off Screen,0.041,0.711,0.805,0.294
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Weakness,Offensive,Isolation,0.032,0.578,0.805,0.432
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Weakness,Offensive,Miscellaneous,0.101,0.218,0.805,0.294
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Defensive,Off Screen,0.076,0.745,0.877,0.315
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Defensive,Miscellaneous,0.077,0.627,0.877,0.45
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Defensive,P&R Roll Man,0.025,0.827,0.877,0.421
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Defensive,Hand Off,0.028,0.719,0.877,0.304
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Defensive,P&R Ball Handler,0.069,0.592,0.877,0.299
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Strength,Defensive,Post-Up,0.075,0.729,0.877,0.44
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Weakness,Defensive,Transition,0.151,1.019,0.877,0.511
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Weakness,Defensive,Isolation,0.052,0.953,0.877,0.464
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Weakness,Defensive,Offensive Rebounds (put backs),0.058,0.916,0.877,0.468
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Weakness,Defensive,Cut,0.089,1.066,0.877,0.584
Kalamazoo,25,80.08,82.6,0.972034606,0.993224507,Weakness,Defensive,Spot Up,0.302,0.949,0.877,0.375
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Strength,Offensive,Off Screen,0.088,0.936,0.831,0.379
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Strength,Offensive,Cut,0.08,1.076,0.831,0.555
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Strength,Offensive,Transition,0.147,1.014,0.831,0.471
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Strength,Offensive,Spot Up,0.28,0.898,0.831,0.346
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Offensive,P&R Ball Handler,0.097,0.686,0.831,0.35
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Offensive,Isolation,0.112,0.801,0.831,0.339
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Offensive,Offensive Rebounds (put backs),0.033,0.646,0.831,0.354
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Offensive,P&R Roll Man,0.03,0.724,0.831,0.308
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Offensive,Post-Up,0.028,0.745,0.831,0.455
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Offensive,Hand Off,0.024,0.667,0.831,0.286
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Offensive,Miscellaneous,0.08,0.312,0.831,0.31
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Strength,Defensive,Miscellaneous,0.071,0.441,0.971,0.522
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Strength,Defensive,Spot Up,0.216,0.938,0.971,0.36
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Strength,Defensive,Post-Up,0.121,0.873,0.971,0.508
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Strength,Defensive,P&R Ball Handler,0.079,0.742,0.971,0.351
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Strength,Defensive,Isolation,0.034,0.87,0.971,0.479
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Strength,Defensive,Hand Off,0.025,0.863,0.971,0.444
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Defensive,Transition,0.191,1.196,0.971,0.598
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Defensive,Cut,0.093,1.138,0.971,0.633
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Defensive,Off Screen,0.071,1.097,0.971,0.46
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Defensive,Offensive Rebounds (put backs),0.071,1.105,0.971,0.588
NorthPark,25,78.6,80.88,0.954069931,0.972542351,Weakness,Defensive,P&R Roll Man,0.028,1.089,0.971,0.522
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Strength,Offensive,Offensive Rebounds (put backs),0.065,1.16,1,0.596
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Strength,Offensive,Cut,0.081,1.244,1,0.645
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Strength,Offensive,Transition,0.143,1.187,1,0.583
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Strength,Offensive,Spot Up,0.249,1.1,1,0.425
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Strength,Offensive,Hand Off,0.022,1.25,1,0.5
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Offensive,Isolation,0.075,0.88,1,0.403
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Offensive,Post-Up,0.1,0.86,1,0.486
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Offensive,P&R Ball Handler,0.091,0.905,1,0.507
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Offensive,Miscellaneous,0.098,0.571,1,0.5
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Offensive,P&R Roll Man,0.017,0.737,1,0.382
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Offensive,Off Screen,0.058,0.844,1,0.38
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Strength,Defensive,Miscellaneous,0.084,0.383,0.821,0.261
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Strength,Defensive,Off Screen,0.064,0.701,0.821,0.294
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Strength,Defensive,Isolation,0.064,0.792,0.821,0.382
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Strength,Defensive,P&R Ball Handler,0.11,0.626,0.821,0.322
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Defensive,Post-Up,0.136,0.878,0.821,0.475
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Defensive,Transition,0.113,0.902,0.821,0.453
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Defensive,Spot Up,0.24,0.873,0.821,0.347
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Defensive,P&R Roll Man,0.033,0.836,0.821,0.39
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Defensive,Hand Off,0.033,0.932,0.821,0.379
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Defensive,Offensive Rebounds (put backs),0.057,1.11,0.821,0.581
UWPlatteville,29,76.31034483,77.24137931,0.926277423,0.92878972,Weakness,Defensive,Cut,0.067,1.094,0.821,0.58
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Strength,Offensive,Post-Up,0.034,0.944,0.879,0.521
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Strength,Offensive,Cut,0.073,1.016,0.879,0.53
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Strength,Offensive,Offensive Rebounds (put backs),0.073,1.036,0.879,0.521
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Strength,Offensive,Transition,0.251,1.044,0.879,0.537
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Offensive,Spot Up,0.192,0.859,0.879,0.339
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Offensive,Miscellaneous,0.068,0.642,0.879,0.588
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Offensive,P&R Roll Man,0.021,0.732,0.879,0.421
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Offensive,Off Screen,0.036,0.691,0.879,0.287
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Offensive,Hand Off,0.049,0.713,0.879,0.299
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Offensive,P&R Ball Handler,0.099,0.69,0.879,0.373
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Offensive,Isolation,0.103,0.801,0.879,0.397
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Strength,Defensive,Miscellaneous,0.1,0.378,0.914,0.303
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Strength,Defensive,P&R Ball Handler,0.046,0.847,0.914,0.416
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Strength,Defensive,Isolation,0.033,0.884,0.914,0.4
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Strength,Defensive,Off Screen,0.022,0.696,0.914,0.326
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Strength,Defensive,Hand Off,0.013,0.647,0.914,0.3
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Defensive,Spot Up,0.278,0.917,0.914,0.363
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Defensive,Transition,0.238,1.036,0.914,0.51
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Defensive,Cut,0.15,1.041,0.914,0.562
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Defensive,Offensive Rebounds (put backs),0.067,1.098,0.914,0.59
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Defensive,Post-Up,0.036,0.957,0.914,0.579
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Defensive,P&R Roll Man,0.016,1.095,0.914,0.615
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,Cut,0.09,1.144,0.964,0.637
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,Spot Up,0.222,1.065,0.964,0.418
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,P&R Roll Man,0.045,1.245,0.964,0.568
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,Offensive Rebounds (put backs),0.056,1.085,0.964,0.571
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,Transition,0.078,1.092,0.964,0.562
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Offensive,Off Screen,0.094,1.01,0.964,0.398
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Offensive,P&R Ball Handler,0.14,0.917,0.964,0.489
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Offensive,Post-Up,0.114,0.861,0.964,0.465
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Offensive,Isolation,0.044,0.923,0.964,0.478
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Offensive,Hand Off,0.012,0.76,0.964,0.389
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Offensive,Miscellaneous,0.104,0.486,0.964,0.4
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,Miscellaneous,0.072,0.467,0.923,0.286
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,Isolation,0.04,0.812,0.923,0.431
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,Hand Off,0.051,0.872,0.923,0.409
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,Off Screen,0.063,0.797,0.923,0.351
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,Post-Up,0.073,0.831,0.923,0.443
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,P&R Ball Handler,0.129,0.843,0.923,0.446
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Defensive,Cut,0.068,1.181,0.923,0.641
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Defensive,Spot Up,0.267,1.011,0.923,0.412
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Defensive,P&R Roll Man,0.05,0.925,0.923,0.44
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Defensive,Offensive Rebounds (put backs),0.052,1.108,0.923,0.533
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Defensive,Transition,0.134,1.025,0.923,0.527
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Offensive,Offensive Rebounds (put backs),0.046,0.881,0.876,0.483
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Offensive,P&R Roll Man,0.004,1.429,0.876,0.6
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Offensive,Spot Up,0.261,0.896,0.876,0.386
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Offensive,Cut,0.122,1.09,0.876,0.589
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Offensive,Transition,0.15,1.007,0.876,0.537
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,Hand Off,0.014,0.808,0.876,0.316
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,Isolation,0.079,0.738,0.876,0.372
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,Off Screen,0.099,0.834,0.876,0.393
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,Post-Up,0.113,0.861,0.876,0.51
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,Miscellaneous,0.083,0.48,0.876,0.313
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Offensive,P&R Ball Handler,0.029,0.778,0.876,0.357
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,Isolation,0.049,0.764,0.906,0.387
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,Off Screen,0.051,0.734,0.906,0.304
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,P&R Ball Handler,0.146,0.753,0.906,0.386
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,Post-Up,0.083,0.816,0.906,0.473
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,Miscellaneous,0.065,0.483,0.906,0.458
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,Hand Off,0.034,0.823,0.906,0.362
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,P&R Roll Man,0.044,0.775,0.906,0.358
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Defensive,Cut,0.08,1.136,0.906,0.64
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Defensive,Spot Up,0.285,1.021,0.906,0.403
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Defensive,Transition,0.113,1.043,0.906,0.542
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Defensive,Offensive Rebounds (put backs),0.05,1.207,0.906,0.657
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Offensive,Offensive Rebounds (put backs),0.099,0.942,0.822,0.5
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Offensive,Cut,0.078,1.131,0.822,0.624
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Offensive,P&R Ball Handler,0.163,0.855,0.822,0.418
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Offensive,Transition,0.142,0.946,0.822,0.487
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Spot Up,0.172,0.817,0.822,0.313
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Post-Up,0.105,0.756,0.822,0.46
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Miscellaneous,0.087,0.456,0.822,0.316
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Isolation,0.058,0.733,0.822,0.383
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Off Screen,0.053,0.793,0.822,0.277
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,P&R Roll Man,0.035,0.564,0.822,0.268
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Offensive,Hand Off,0.008,0.417,0.822,0.167
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Defensive,Isolation,0.066,0.758,0.838,0.333
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Defensive,P&R Ball Handler,0.098,0.699,0.838,0.343
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Defensive,Miscellaneous,0.085,0.299,0.838,0.357
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Defensive,P&R Roll Man,0.032,0.688,0.838,0.333
