,team_name,number_of_games,team_poss,opp_poss,off_adjustment_factor,def_adjustment_factor,Unnamed: 6,Unnamed: 7,Type,Format,element_name,percentage_of_time,ppp,average_ppp,field_goal_percentage
179,OlivetCollege,28.0,93.82142857,92.21428571,1.13883211,1.10883158,,,Strength,Defensive,Off Screen,0.022000000000000002,0.696,0.914,0.326
180,OlivetCollege,28.0,93.82142857,92.21428571,1.13883211,1.10883158,,,Strength,Defensive,Hand Off,0.013000000000000001,0.647,0.914,0.3
181,OlivetCollege,28.0,93.82142857,92.21428571,1.13883211,1.10883158,,,Weakness,Defensive,Spot Up,0.278,0.917,0.914,0.363
182,OlivetCollege,28.0,93.82142857,92.21428571,1.13883211,1.10883158,,,Weakness,Defensive,Transition,0.23800000000000002,1.036,0.914,0.51
183,OlivetCollege,28.0,93.82142857,92.21428571,1.13883211,1.10883158,,,Weakness,Defensive,Cut,0.15,1.041,0.914,0.562
184,OlivetCollege,28.0,93.82142857,92.21428571,1.13883211,1.10883158,,,Weakness,Defensive,Offensive Rebounds (put backs),0.067,1.0979999999999999,0.914,0.59
185,OlivetCollege,28.0,93.82142857,92.21428571,1.13883211,1.10883158,,,Weakness,Defensive,Post-Up,0.036000000000000004,0.9570000000000001,0.914,0.579
186,OlivetCollege,28.0,93.82142857,92.21428571,1.13883211,1.10883158,,,Weakness,Defensive,P&R Roll Man,0.016,1.095,0.914,0.615
187,Rose-Hulman,26.0,79.88461538,81.53846154,0.96966297,0.980460028,,,Strength,Defensive,Miscellaneous,0.07200000000000001,0.467,0.9229999999999999,0.28600000000000003
188,Rose-Hulman,26.0,79.88461538,81.53846154,0.96966297,0.980460028,,,Strength,Defensive,Isolation,0.04,0.812,0.9229999999999999,0.431
189,Rose-Hulman,26.0,79.88461538,81.53846154,0.96966297,0.980460028,,,Strength,Defensive,Hand Off,0.051,0.872,0.9229999999999999,0.409
190,Rose-Hulman,26.0,79.88461538,81.53846154,0.96966297,0.980460028,,,Strength,Defensive,Off Screen,0.063,0.797,0.9229999999999999,0.35100000000000003
191,Rose-Hulman,26.0,79.88461538,81.53846154,0.96966297,0.980460028,,,Strength,Defensive,Post-Up,0.073,0.831,0.9229999999999999,0.44299999999999995
192,Rose-Hulman,26.0,79.88461538,81.53846154,0.96966297,0.980460028,,,Strength,Defensive,P&R Ball Handler,0.129,0.843,0.9229999999999999,0.446
193,Rose-Hulman,26.0,79.88461538,81.53846154,0.96966297,0.980460028,,,Weakness,Defensive,Cut,0.068,1.181,0.9229999999999999,0.6409999999999999
194,Rose-Hulman,26.0,79.88461538,81.53846154,0.96966297,0.980460028,,,Weakness,Defensive,Spot Up,0.267,1.011,0.9229999999999999,0.41200000000000003
195,Rose-Hulman,26.0,79.88461538,81.53846154,0.96966297,0.980460028,,,Weakness,Defensive,P&R Roll Man,0.05,0.925,0.9229999999999999,0.44
196,Rose-Hulman,26.0,79.88461538,81.53846154,0.96966297,0.980460028,,,Weakness,Defensive,Offensive Rebounds (put backs),0.052000000000000005,1.1079999999999999,0.9229999999999999,0.5329999999999999
197,Rose-Hulman,26.0,79.88461538,81.53846154,0.96966297,0.980460028,,,Weakness,Defensive,Transition,0.134,1.025,0.9229999999999999,0.527
198,GustavusAdolphus,25.0,73.36,73.32,0.8904652690000001,0.8816370570000001,,,Strength,Defensive,Isolation,0.049,0.764,0.9059999999999999,0.387
199,GustavusAdolphus,25.0,73.36,73.32,0.8904652690000001,0.8816370570000001,,,Strength,Defensive,Off Screen,0.051,0.7340000000000001,0.9059999999999999,0.304
200,GustavusAdolphus,25.0,73.36,73.32,0.8904652690000001,0.8816370570000001,,,Strength,Defensive,P&R Ball Handler,0.146,0.753,0.9059999999999999,0.386
201,GustavusAdolphus,25.0,73.36,73.32,0.8904652690000001,0.8816370570000001,,,Strength,Defensive,Post-Up,0.083,0.816,0.9059999999999999,0.473
202,GustavusAdolphus,25.0,73.36,73.32,0.8904652690000001,0.8816370570000001,,,Strength,Defensive,Miscellaneous,0.065,0.483,0.9059999999999999,0.45799999999999996
203,GustavusAdolphus,25.0,73.36,73.32,0.8904652690000001,0.8816370570000001,,,Strength,Defensive,Hand Off,0.034,0.823,0.9059999999999999,0.36200000000000004
204,GustavusAdolphus,25.0,73.36,73.32,0.8904652690000001,0.8816370570000001,,,Strength,Defensive,P&R Roll Man,0.044000000000000004,0.775,0.9059999999999999,0.358
205,GustavusAdolphus,25.0,73.36,73.32,0.8904652690000001,0.8816370570000001,,,Weakness,Defensive,Cut,0.08,1.136,0.9059999999999999,0.64
206,GustavusAdolphus,25.0,73.36,73.32,0.8904652690000001,0.8816370570000001,,,Weakness,Defensive,Spot Up,0.285,1.021,0.9059999999999999,0.40299999999999997
207,GustavusAdolphus,25.0,73.36,73.32,0.8904652690000001,0.8816370570000001,,,Weakness,Defensive,Transition,0.113,1.043,0.9059999999999999,0.542
208,GustavusAdolphus,25.0,73.36,73.32,0.8904652690000001,0.8816370570000001,,,Weakness,Defensive,Offensive Rebounds (put backs),0.05,1.207,0.9059999999999999,0.657
209,IllinoisTech,19.0,82.10526316,78.63157895,0.996617847,0.94550619,,,Strength,Defensive,Isolation,0.066,0.758,0.838,0.33299999999999996
210,IllinoisTech,19.0,82.10526316,78.63157895,0.996617847,0.94550619,,,Strength,Defensive,P&R Ball Handler,0.098,0.6990000000000001,0.838,0.34299999999999997
211,IllinoisTech,19.0,82.10526316,78.63157895,0.996617847,0.94550619,,,Strength,Defensive,Miscellaneous,0.085,0.299,0.838,0.35700000000000004
212,IllinoisTech,19.0,82.10526316,78.63157895,0.996617847,0.94550619,,,Strength,Defensive,P&R Roll Man,0.032,0.688,0.838,0.33299999999999996
213,IllinoisTech,19.0,82.10526316,78.63157895,0.996617847,0.94550619,,,Weakness,Defensive,Transition,0.151,0.978,0.838,0.491
214,IllinoisTech,19.0,82.10526316,78.63157895,0.996617847,0.94550619,,,Weakness,Defensive,Spot Up,0.209,0.9229999999999999,0.838,0.368
215,IllinoisTech,19.0,82.10526316,78.63157895,0.996617847,0.94550619,,,Weakness,Defensive,Cut,0.065,0.938,0.838,0.5
216,IllinoisTech,19.0,82.10526316,78.63157895,0.996617847,0.94550619,,,Weakness,Defensive,Hand Off,0.034,0.922,0.838,0.405
217,IllinoisTech,19.0,82.10526316,78.63157895,0.996617847,0.94550619,,,Weakness,Defensive,Offensive Rebounds (put backs),0.057,0.988,0.838,0.522
218,IllinoisTech,19.0,82.10526316,78.63157895,0.996617847,0.94550619,,,Weakness,Defensive,Off Screen,0.085,0.9690000000000001,0.838,0.429
219,IllinoisTech,19.0,82.10526316,78.63157895,0.996617847,0.94550619,,,Weakness,Defensive,Post-Up,0.11800000000000001,0.852,0.838,0.512
